softirq_pct,softirq_norm_pct,total_pct,total_norm_pct,steal_pct,steal_norm_pct,iowait_pct,iowait_norm_pct,idle_pct,idle_norm_pct,user_pct,user_norm_pct,system_pct,system_norm_pct
1.0,1.0,0.011761906422641735,0.011761906422641735,-0.0482736243909233,-0.0482736243909233,0.01291024733585115,0.01291024733585115,-0.012775968774888654,-0.012775968774888654,-0.02662632252119721,-0.02662632252119721,-0.05470553719627445,-0.05470553719627445
1.0,1.0,0.011761906422641735,0.011761906422641735,-0.0482736243909233,-0.0482736243909233,0.01291024733585115,0.01291024733585115,-0.012775968774888654,-0.012775968774888654,-0.02662632252119721,-0.02662632252119721,-0.05470553719627445,-0.05470553719627445
0.011761906422641735,0.011761906422641735,1.0,1.0,0.056482590278241776,0.056482590278241776,-0.0006222720227613052,-0.0006222720227613052,-0.9966705482628913,-0.9966705482628913,0.9179772887258127,0.9179772887258127,0.9265750320619672,0.9265750320619672
0.011761906422641735,0.011761906422641735,1.0,1.0,0.056482590278241776,0.056482590278241776,-0.0006222720227613052,-0.0006222720227613052,-0.9966705482628913,-0.9966705482628913,0.9179772887258127,0.9179772887258127,0.9265750320619672,0.9265750320619672
-0.0482736243909233,-0.0482736243909233,0.056482590278241776,0.056482590278241776,1.0,1.0,0.029014151792305893,0.029014151792305893,-0.05866304471580809,-0.05866304471580809,0.052221881387275126,0.052221881387275126,0.004752595777069791,0.004752595777069791
-0.0482736243909233,-0.0482736243909233,0.056482590278241776,0.056482590278241776,1.0,1.0,0.029014151792305893,0.029014151792305893,-0.05866304471580809,-0.05866304471580809,0.052221881387275126,0.052221881387275126,0.004752595777069791,0.004752595777069791
0.01291024733585115,0.01291024733585115,-0.0006222720227613052,-0.0006222720227613052,0.029014151792305893,0.029014151792305893,1.0,1.0,-0.08091393775137083,-0.08091393775137083,0.028022594041734513,0.028022594041734513,-0.027694478357094453,-0.027694478357094453
0.01291024733585115,0.01291024733585115,-0.0006222720227613052,-0.0006222720227613052,0.029014151792305893,0.029014151792305893,1.0,1.0,-0.08091393775137083,-0.08091393775137083,0.028022594041734513,0.028022594041734513,-0.027694478357094453,-0.027694478357094453
-0.012775968774888654,-0.012775968774888654,-0.9966705482628913,-0.9966705482628913,-0.05866304471580809,-0.05866304471580809,-0.08091393775137083,-0.08091393775137083,1.0,1.0,-0.9172523014730923,-0.9172523014730923,-0.9212790100303937,-0.9212790100303937
-0.012775968774888654,-0.012775968774888654,-0.9966705482628913,-0.9966705482628913,-0.05866304471580809,-0.05866304471580809,-0.08091393775137083,-0.08091393775137083,1.0,1.0,-0.9172523014730923,-0.9172523014730923,-0.9212790100303937,-0.9212790100303937
-0.02662632252119721,-0.02662632252119721,0.9179772887258127,0.9179772887258127,0.052221881387275126,0.052221881387275126,0.028022594041734513,0.028022594041734513,-0.9172523014730923,-0.9172523014730923,1.0,1.0,0.7084454653441122,0.7084454653441122
-0.02662632252119721,-0.02662632252119721,0.9179772887258127,0.9179772887258127,0.052221881387275126,0.052221881387275126,0.028022594041734513,0.028022594041734513,-0.9172523014730923,-0.9172523014730923,1.0,1.0,0.7084454653441122,0.7084454653441122
-0.05470553719627445,-0.05470553719627445,0.9265750320619672,0.9265750320619672,0.004752595777069791,0.004752595777069791,-0.027694478357094453,-0.027694478357094453,-0.9212790100303937,-0.9212790100303937,0.7084454653441122,0.7084454653441122,1.0,1.0
-0.05470553719627445,-0.05470553719627445,0.9265750320619672,0.9265750320619672,0.004752595777069791,0.004752595777069791,-0.027694478357094453,-0.027694478357094453,-0.9212790100303937,-0.9212790100303937,0.7084454653441122,0.7084454653441122,1.0,1.0
