irq_pct,irq_norm_pct,softirq_pct,softirq_norm_pct,total_pct,total_norm_pct,steal_pct,steal_norm_pct,cores,iowait_pct,iowait_norm_pct,nice_pct,nice_norm_pct,idle_pct,idle_norm_pct,user_pct,user_norm_pct,system_pct,system_norm_pct,utctimestamp,hostname
0,0,0.0007,0.0007,0.0173,0.0173,0.0,0.0,1,0.0007,0.0007,0,0,0.982,0.982,0.014,0.014,0.0027,0.0027,2022-05-05T06:50:09.513451+00:00,VM1
0,0,0.0,0.0,0.0114,0.0114,0.0,0.0,1,0.0,0.0,0,0,0.9886,0.9886,0.0087,0.0087,0.0027,0.0027,2022-05-05T06:50:24.517686+00:00,VM1
0,0,0.0,0.0,0.0133,0.0133,0.0007,0.0007,1,0.0007,0.0007,0,0,0.986,0.986,0.0107,0.0107,0.002,0.002,2022-05-05T06:48:09.534269+00:00,VM1
0,0,0.0,0.0,0.0141,0.0141,0.0,0.0,1,0.0,0.0,0,0,0.9859,0.9859,0.0114,0.0114,0.0027,0.0027,2022-05-05T06:48:24.520448+00:00,VM1
0,0,0.0007,0.0007,0.0114,0.0114,0.0,0.0,1,0.0,0.0,0,0,0.9886,0.9886,0.0081,0.0081,0.0027,0.0027,2022-05-05T06:51:09.521848+00:00,VM1
0,0,0.0,0.0,0.0192,0.0192,0.0,0.0,1,0.0007,0.0007,0,0,0.9801,0.9801,0.0113,0.0113,0.008,0.008,2022-05-05T06:51:24.513933+00:00,VM1
0,0,0.0007,0.0007,0.0113,0.0113,0.0007,0.0007,1,0.0007,0.0007,0,0,0.988,0.988,0.0067,0.0067,0.0033,0.0033,2022-05-05T06:51:39.510155+00:00,VM1
0,0,0.0,0.0,0.0094,0.0094,0.0,0.0,1,0.0,0.0,0,0,0.9906,0.9906,0.0067,0.0067,0.0027,0.0027,2022-05-05T06:51:54.522242+00:00,VM1
0,0,0.0,0.0,0.0133,0.0133,0.0,0.0,1,0.0007,0.0007,0,0,0.986,0.986,0.0087,0.0087,0.0047,0.0047,2022-05-05T06:48:39.525406+00:00,VM1
0,0,0.0,0.0,0.01,0.01,0.0,0.0,1,0.0007,0.0007,0,0,0.9893,0.9893,0.0067,0.0067,0.0034,0.0034,2022-05-05T06:48:54.514132+00:00,VM1
0,0,0.0,0.0,0.0134,0.0134,0.0,0.0,1,0.0007,0.0007,0,0,0.9859,0.9859,0.0087,0.0087,0.0047,0.0047,2022-05-05T06:50:39.546193+00:00,VM1
0,0,0.0,0.0,0.0093,0.0093,0.0,0.0,1,0.0007,0.0007,0,0,0.99,0.99,0.0074,0.0074,0.002,0.002,2022-05-05T06:50:54.512673+00:00,VM1
0,0,0.0,0.0,0.012,0.012,0.0,0.0,1,0.0007,0.0007,0,0,0.9873,0.9873,0.0094,0.0094,0.0027,0.0027,2022-05-05T07:16:39.532228+00:00,VM1
0,0,0.0,0.0,0.0107,0.0107,0.0,0.0,1,0.0007,0.0007,0,0,0.9886,0.9886,0.0087,0.0087,0.002,0.002,2022-05-05T07:16:54.472795+00:00,VM1
0,0,0.0,0.0,0.0114,0.0114,0.0,0.0,1,0.0013,0.0013,0,0,0.9873,0.9873,0.0073,0.0073,0.004,0.004,2022-05-05T07:14:39.474744+00:00,VM1
0,0,0.0007,0.0007,0.01,0.01,0.0,0.0,1,0.0,0.0,0,0,0.99,0.99,0.0067,0.0067,0.0027,0.0027,2022-05-05T07:14:54.491023+00:00,VM1
0,0,0.0,0.0,0.0101,0.0101,0.0,0.0,1,0.0007,0.0007,0,0,0.9892,0.9892,0.0068,0.0068,0.0034,0.0034,2022-05-05T07:15:09.491954+00:00,VM1
0,0,0.0007,0.0007,0.0114,0.0114,0.0,0.0,1,0.0,0.0,0,0,0.9886,0.9886,0.0074,0.0074,0.0033,0.0033,2022-05-05T07:15:24.492798+00:00,VM1
0,0,0.0,0.0,0.0113,0.0113,0.0,0.0,1,0.0007,0.0007,0,0,0.988,0.988,0.008,0.008,0.0033,0.0033,2022-05-05T07:15:39.481146+00:00,VM1
0,0,0.0,0.0,0.0107,0.0107,0.0,0.0,1,0.0,0.0,0,0,0.9893,0.9893,0.0074,0.0074,0.0033,0.0033,2022-05-05T07:15:54.474319+00:00,VM1
0,0,0.0,0.0,0.0114,0.0114,0.0,0.0,1,0.0007,0.0007,0,0,0.9879,0.9879,0.0081,0.0081,0.0034,0.0034,2022-05-05T07:16:09.494282+00:00,VM1
0,0,0.0007,0.0007,0.014,0.014,0.0,0.0,1,0.0,0.0,0,0,0.986,0.986,0.0087,0.0087,0.0047,0.0047,2022-05-05T07:16:24.475605+00:00,VM1
0,0,0.0,0.0,0.0113,0.0113,0.0,0.0,1,0.0007,0.0007,0,0,0.988,0.988,0.0094,0.0094,0.002,0.002,2022-05-05T07:17:39.471142+00:00,VM1
0,0,0.0,0.0,0.0087,0.0087,0.0,0.0,1,0.0007,0.0007,0,0,0.9906,0.9906,0.006,0.006,0.0027,0.0027,2022-05-05T07:17:54.489165+00:00,VM1
0,0,0.0,0.0,0.0114,0.0114,0.0007,0.0007,1,0.0,0.0,0,0,0.9886,0.9886,0.0074,0.0074,0.0033,0.0033,2022-05-05T07:18:09.495002+00:00,VM1
0,0,0.0,0.0,0.0108,0.0108,0.0,0.0,1,0.0,0.0,0,0,0.9892,0.9892,0.0067,0.0067,0.004,0.004,2022-05-05T07:18:24.475235+00:00,VM1
0,0,0.0,0.0,0.0127,0.0127,0.0,0.0,1,0.0,0.0,0,0,0.9873,0.9873,0.008,0.008,0.0047,0.0047,2022-05-05T07:17:09.492466+00:00,VM1
0,0,0.0007,0.0007,0.0094,0.0094,0.0,0.0,1,0.0,0.0,0,0,0.9906,0.9906,0.0054,0.0054,0.0033,0.0033,2022-05-05T07:17:24.474698+00:00,VM1
0,0,0.0,0.0,0.0107,0.0107,0.0,0.0,1,0.0013,0.0013,0,0,0.988,0.988,0.0074,0.0074,0.0033,0.0033,2022-05-05T07:18:39.472949+00:00,VM1
0,0,0.0,0.0,0.0114,0.0114,0.0,0.0,1,0.0,0.0,0,0,0.9886,0.9886,0.0067,0.0067,0.0047,0.0047,2022-05-05T07:18:54.472423+00:00,VM1
0,0,0.0,0.0,0.0113,0.0113,0.0,0.0,1,0.0007,0.0007,0,0,0.988,0.988,0.0087,0.0087,0.0027,0.0027,2022-05-05T07:45:39.457720+00:00,VM1
0,0,0.0,0.0,0.01,0.01,0.0,0.0,1,0.0,0.0,0,0,0.99,0.99,0.0067,0.0067,0.0033,0.0033,2022-05-05T07:45:54.430012+00:00,VM1
0,0,0.0,0.0,0.0114,0.0114,0.0,0.0,1,0.0013,0.0013,0,0,0.9873,0.9873,0.0087,0.0087,0.0027,0.0027,2022-05-05T07:47:39.433178+00:00,VM1
0,0,0.0007,0.0007,0.0107,0.0107,0.0,0.0,1,0.0,0.0,0,0,0.9893,0.9893,0.0067,0.0067,0.0033,0.0033,2022-05-05T07:47:54.428455+00:00,VM1
0,0,0.0,0.0,0.0115,0.0115,0.0,0.0,1,0.0007,0.0007,0,0,0.9878,0.9878,0.0101,0.0101,0.0014,0.0014,2022-05-05T07:46:39.431257+00:00,VM1
0,0,0.0,0.0,0.0114,0.0114,0.0,0.0,1,0.0,0.0,0,0,0.9886,0.9886,0.008,0.008,0.0033,0.0033,2022-05-05T07:46:54.435522+00:00,VM1
0,0,0.0,0.0,0.0107,0.0107,0.0,0.0,1,0.0007,0.0007,0,0,0.9886,0.9886,0.0081,0.0081,0.0027,0.0027,2022-05-05T07:48:39.427522+00:00,VM1
0,0,0.0007,0.0007,0.01,0.01,0.0,0.0,1,0.0007,0.0007,0,0,0.9893,0.9893,0.0067,0.0067,0.0027,0.0027,2022-05-05T07:48:54.424567+00:00,VM1
0,0,0.0,0.0,0.012,0.012,0.0,0.0,1,0.0007,0.0007,0,0,0.9873,0.9873,0.0094,0.0094,0.0027,0.0027,2022-05-05T07:47:09.425484+00:00,VM1
0,0,0.0,0.0,0.0484,0.0484,0.0,0.0,1,0.0,0.0,0,0,0.9516,0.9516,0.0239,0.0239,0.0245,0.0245,2022-05-05T07:47:24.436253+00:00,VM1
0,0,0.0,0.0,0.0186,0.0186,0.0007,0.0007,1,0.0007,0.0007,0,0,0.9807,0.9807,0.01,0.01,0.008,0.008,2022-05-05T07:48:09.428282+00:00,VM1
0,0,0.0,0.0,0.0127,0.0127,0.0,0.0,1,0.0,0.0,0,0,0.9873,0.9873,0.01,0.01,0.0027,0.0027,2022-05-05T07:48:24.445663+00:00,VM1
0,0,0.0007,0.0007,0.012,0.012,0.0,0.0,1,0.0007,0.0007,0,0,0.9873,0.9873,0.0107,0.0107,0.0007,0.0007,2022-05-05T07:46:09.425766+00:00,VM1
0,0,0.0,0.0,0.01,0.01,0.0,0.0,1,0.0007,0.0007,0,0,0.9893,0.9893,0.006,0.006,0.004,0.004,2022-05-05T07:46:24.431383+00:00,VM1
0,0,0.0,0.0,0.0107,0.0107,0.0,0.0,1,0.0,0.0,0,0,0.9893,0.9893,0.0094,0.0094,0.0013,0.0013,2022-05-05T07:49:09.422104+00:00,VM1
0,0,0.0,0.0,0.0107,0.0107,0.0,0.0,1,0.0007,0.0007,0,0,0.9886,0.9886,0.008,0.008,0.0027,0.0027,2022-05-05T07:49:24.421073+00:00,VM1
0,0,0.0,0.0,0.0166,0.0166,0.0,0.0,1,0.0007,0.0007,0,0,0.9827,0.9827,0.0126,0.0126,0.004,0.004,2022-05-05T07:49:39.436901+00:00,VM1
0,0,0.0,0.0,0.0108,0.0108,0.0,0.0,1,0.0,0.0,0,0,0.9892,0.9892,0.0094,0.0094,0.0013,0.0013,2022-05-05T07:49:54.425098+00:00,VM1
0,0,0.0,0.0,0.0101,0.0101,0.0,0.0,1,0.0007,0.0007,0,0,0.9892,0.9892,0.0074,0.0074,0.0027,0.0027,2022-05-05T04:47:54.706687+00:00,VM1
0,0,0.0,0.0,0.01,0.01,0.0,0.0,1,0.0,0.0,0,0,0.99,0.99,0.0087,0.0087,0.0013,0.0013,2022-05-05T04:48:09.713244+00:00,VM1
0,0,0.0007,0.0007,0.0121,0.0121,0.0,0.0,1,0.0,0.0,0,0,0.9879,0.9879,0.0087,0.0087,0.0027,0.0027,2022-05-05T04:47:24.703764+00:00,VM1
0,0,0.0,0.0,0.0133,0.0133,0.0,0.0,1,0.0007,0.0007,0,0,0.986,0.986,0.0094,0.0094,0.004,0.004,2022-05-05T04:47:39.698319+00:00,VM1
0,0,0.0007,0.0007,0.014,0.014,0.0,0.0,1,0.0,0.0,0,0,0.986,0.986,0.0093,0.0093,0.004,0.004,2022-05-05T04:46:54.700514+00:00,VM1
0,0,0.0,0.0,0.012,0.012,0.0,0.0,1,0.0007,0.0007,0,0,0.9873,0.9873,0.0094,0.0094,0.0027,0.0027,2022-05-05T04:47:09.721300+00:00,VM1
0,0,0.0,0.0,0.01,0.01,0.0,0.0,1,0.0,0.0,0,0,0.99,0.99,0.0087,0.0087,0.0013,0.0013,2022-05-05T04:45:54.741138+00:00,VM1
0,0,0.0,0.0,0.0087,0.0087,0.0,0.0,1,0.0007,0.0007,0,0,0.9906,0.9906,0.006,0.006,0.0027,0.0027,2022-05-05T04:46:09.701807+00:00,VM1
0,0,0.0,0.0,0.01,0.01,0.0,0.0,1,0.0,0.0,0,0,0.99,0.99,0.006,0.006,0.004,0.004,2022-05-05T04:52:54.691114+00:00,VM1
