utctimestamp,in_errors,in_packets,in_bytes,in_dropped,out_errors,out_packets,out_bytes,out_dropped,name
2022-05-05 06:17:24.583278+00:00,0,1476794,71333405,15,0,211189,252971511,0,eth0
2022-05-05 06:17:39.579689+00:00,0,1476807,71334173,15,0,211198,252975656,0,eth0
2022-05-05 06:17:54.591938+00:00,0,1476823,71335120,15,0,211210,252981168,0,eth0
2022-05-05 06:18:09.581207+00:00,0,1476837,71335934,15,0,211220,252985356,0,eth0
2022-05-05 06:18:24.568081+00:00,0,1476852,71336829,15,0,211232,252990856,0,eth0
2022-05-05 06:18:39.572880+00:00,0,1476865,71337597,15,0,211241,252995022,0,eth0
2022-05-05 06:18:54.572737+00:00,0,1476881,71338538,15,0,211254,253000575,0,eth0
2022-05-05 06:19:09.588162+00:00,0,1476894,71339306,15,0,211263,253004741,0,eth0
2022-05-05 06:19:24.566741+00:00,0,1476909,71340201,15,0,211275,253010204,0,eth0
2022-05-05 06:19:39.556373+00:00,0,1476923,71341015,15,0,211285,253014399,0,eth0
2022-05-05 06:19:54.566647+00:00,0,1476939,71341962,15,0,211297,253019906,0,eth0
2022-05-05 06:20:09.568106+00:00,0,1476952,71342730,15,0,211306,253024115,0,eth0
2022-05-05 06:20:24.603428+00:00,0,1476968,71343671,15,0,211319,253029631,0,eth0
2022-05-05 06:20:39.583201+00:00,0,1476981,71344439,15,0,211328,253033786,0,eth0
2022-05-05 06:20:54.559481+00:00,0,1476996,71345334,15,0,211340,253039250,0,eth0
2022-05-05 06:21:09.570038+00:00,0,1477010,71346148,15,0,211350,253043416,0,eth0
2022-05-05 06:21:24.559775+00:00,0,1477025,71347043,15,0,211362,253048888,0,eth0
2022-05-05 06:21:39.555211+00:00,0,1477038,71347811,15,0,211371,253053039,0,eth0
2022-05-05 06:21:54.582208+00:00,0,1477055,71348804,15,0,211384,253058576,0,eth0
2022-05-05 06:22:09.564047+00:00,0,1477068,71349572,15,0,211393,253062740,0,eth0
2022-05-05 06:22:24.567776+00:00,0,1477083,71350467,15,0,211405,253068210,0,eth0
2022-05-05 06:22:39.564844+00:00,0,1477097,71351281,15,0,211415,253072404,0,eth0
2022-05-05 06:22:54.561538+00:00,0,1477112,71352176,15,0,211427,253077901,0,eth0
2022-05-05 06:23:09.576670+00:00,0,1477125,71352944,15,0,211436,253082056,0,eth0
2022-05-05 06:23:24.578202+00:00,0,1477141,71353885,15,0,211449,253087619,0,eth0
2022-05-05 06:23:39.560376+00:00,0,1477154,71354653,15,0,211458,253091775,0,eth0
2022-05-05 06:23:54.559372+00:00,0,1477170,71355600,15,0,211470,253097267,0,eth0
2022-05-05 06:24:09.560471+00:00,0,1477184,71356414,15,0,211480,253101402,0,eth0
2022-05-05 06:24:24.559134+00:00,0,1477200,71357361,15,0,211492,253106905,0,eth0
2022-05-05 06:24:39.603236+00:00,0,1477213,71358129,15,0,211501,253111069,0,eth0
2022-05-05 06:24:54.547134+00:00,0,1477230,71359122,15,0,211514,253116652,0,eth0
2022-05-05 06:25:09.557663+00:00,0,1477243,71359890,15,0,211523,253120831,0,eth0
2022-05-05 06:25:24.563120+00:00,0,1477258,71360785,15,0,211535,253126280,0,eth0
2022-05-05 06:25:39.557988+00:00,0,1477272,71361599,15,0,211545,253130437,0,eth0
2022-05-05 06:25:54.580494+00:00,0,1477287,71362494,15,0,211557,253135899,0,eth0
2022-05-05 06:26:09.576958+00:00,0,1477301,71363308,15,0,211567,253140054,0,eth0
2022-05-05 06:26:24.558370+00:00,0,1477317,71364255,15,0,211579,253145577,0,eth0
2022-05-05 06:26:39.562281+00:00,0,1477331,71365069,15,0,211589,253149757,0,eth0
2022-05-05 06:26:54.555397+00:00,0,1477346,71365964,15,0,211601,253155234,0,eth0
2022-05-05 06:27:09.558674+00:00,0,1477360,71366778,15,0,211611,253159422,0,eth0
2022-05-05 06:27:24.568976+00:00,0,1477375,71367673,15,0,211623,253164901,0,eth0
2022-05-05 06:27:39.556056+00:00,0,1477389,71368487,15,0,211633,253169087,0,eth0
2022-05-05 06:27:54.561174+00:00,0,1477404,71369382,15,0,211645,253174553,0,eth0
2022-05-05 06:28:09.555788+00:00,0,1477418,71370196,15,0,211655,253178782,0,eth0
2022-05-05 06:28:24.556138+00:00,0,1477434,71371143,15,0,211667,253184313,0,eth0
2022-05-05 06:28:39.567148+00:00,0,1477448,71371957,15,0,211677,253188498,0,eth0
2022-05-05 06:28:54.558141+00:00,0,1477463,71372852,15,0,211689,253193997,0,eth0
2022-05-05 06:29:09.551595+00:00,0,1477477,71373666,15,0,211699,253198179,0,eth0
2022-05-05 06:29:24.553194+00:00,0,1477492,71374561,15,0,211711,253203672,0,eth0
2022-05-05 06:29:39.560098+00:00,0,1477506,71375375,15,0,211721,253207868,0,eth0
2022-05-05 06:29:54.551458+00:00,0,1477521,71376270,15,0,211733,253213347,0,eth0
2022-05-05 06:30:09.565109+00:00,0,1477535,71377084,15,0,211743,253217567,0,eth0
2022-05-05 06:30:24.550221+00:00,0,1477550,71377979,15,0,211755,253223016,0,eth0
2022-05-05 06:30:39.560542+00:00,0,1477564,71378793,15,0,211765,253227234,0,eth0
2022-05-05 06:30:54.556961+00:00,0,1477579,71379688,15,0,211777,253232755,0,eth0
2022-05-05 06:31:09.548330+00:00,0,1477592,71380456,15,0,211786,253236900,0,eth0
2022-05-05 06:31:24.556845+00:00,0,1477608,71381397,15,0,211799,253242436,0,eth0
2022-05-05 06:31:39.548015+00:00,0,1477621,71382165,15,0,211808,253246590,0,eth0
2022-05-05 06:31:54.547242+00:00,0,1477638,71383158,15,0,211821,253252110,0,eth0
2022-05-05 06:32:09.558483+00:00,0,1477651,71383926,15,0,211830,253256237,0,eth0
2022-05-05 06:32:24.548909+00:00,0,1477667,71384873,15,0,211842,253261741,0,eth0
2022-05-05 06:32:39.555020+00:00,0,1477683,71386151,15,0,211855,253266165,0,eth0
2022-05-05 06:32:54.561641+00:00,0,1477698,71387046,15,0,211868,253271762,0,eth0
2022-05-05 06:33:09.553419+00:00,0,1477712,71387860,15,0,211880,253276168,0,eth0
2022-05-05 06:33:24.544342+00:00,0,1477727,71388755,15,0,211892,253281643,0,eth0
2022-05-05 06:33:39.544323+00:00,0,1477740,71389523,15,0,211901,253285797,0,eth0
2022-05-05 06:33:54.540203+00:00,0,1477757,71390516,15,0,211914,253291326,0,eth0
2022-05-05 06:34:09.556880+00:00,0,1477770,71391284,15,0,211923,253295464,0,eth0
2022-05-05 06:34:24.561103+00:00,0,1477786,71392225,15,0,211936,253300999,0,eth0
2022-05-05 06:34:39.545602+00:00,0,1477799,71392993,15,0,211945,253305137,0,eth0
2022-05-05 06:34:54.553022+00:00,0,1477814,71393888,15,0,211957,253310603,0,eth0
2022-05-05 06:35:09.546161+00:00,0,1477828,71394702,15,0,211967,253314771,0,eth0
2022-05-05 06:35:24.556438+00:00,0,1477843,71395597,15,0,211979,253320232,0,eth0
2022-05-05 06:35:39.560955+00:00,0,1477856,71396365,15,0,211988,253324389,0,eth0
2022-05-05 06:35:54.543057+00:00,0,1477872,71397306,15,0,212001,253329896,0,eth0
2022-05-05 06:39:09.540418+00:00,0,1478058,71408288,15,0,212140,253392117,0,eth0
2022-05-05 06:39:24.543313+00:00,0,1478073,71409183,15,0,212152,253397637,0,eth0
2022-05-05 06:39:39.581223+00:00,0,1478087,71409997,15,0,212162,253401844,0,eth0
2022-05-05 06:39:54.536988+00:00,0,1478104,71410996,15,0,212174,253407315,0,eth0
2022-05-05 06:40:09.537304+00:00,0,1478117,71411764,15,0,212183,253411459,0,eth0
2022-05-05 06:40:24.542336+00:00,0,1478133,71412705,15,0,212196,253416987,0,eth0
2022-05-05 06:40:39.540443+00:00,0,1478146,71413473,15,0,212205,253421120,0,eth0
2022-05-05 06:40:54.538772+00:00,0,1478161,71414368,15,0,212217,253426633,0,eth0
2022-05-05 06:41:09.545656+00:00,0,1478175,71415182,15,0,212227,253430856,0,eth0
2022-05-05 06:41:24.521135+00:00,0,1478191,71416129,15,0,212239,253436346,0,eth0
2022-05-05 06:41:39.541260+00:00,0,1478205,71416943,15,0,212249,253440528,0,eth0
2022-05-05 06:41:54.532336+00:00,0,1478221,71417884,15,0,212262,253446063,0,eth0
2022-05-05 06:42:09.533350+00:00,0,1478234,71418652,15,0,212271,253450169,0,eth0
2022-05-05 06:42:24.546481+00:00,0,1478251,71419645,15,0,212284,253455711,0,eth0
2022-05-05 06:42:39.535376+00:00,0,1478264,71420413,15,0,212293,253459885,0,eth0
2022-05-05 06:42:54.531893+00:00,0,1478280,71421354,15,0,212306,253465428,0,eth0
2022-05-05 06:43:09.531005+00:00,0,1478293,71422122,15,0,212315,253469546,0,eth0
2022-05-05 06:43:24.530132+00:00,0,1478310,71423115,15,0,212328,253475100,0,eth0
2022-05-05 06:43:39.537925+00:00,0,1478323,71423883,15,0,212337,253479245,0,eth0
2022-05-05 06:43:54.549139+00:00,0,1478339,71424824,15,0,212350,253484788,0,eth0
2022-05-05 06:44:09.531576+00:00,0,1478352,71425592,15,0,212359,253488939,0,eth0
2022-05-05 06:44:24.543608+00:00,0,1478368,71426533,15,0,212372,253494454,0,eth0
2022-05-05 06:44:39.527880+00:00,0,1478381,71427301,15,0,212381,253498602,0,eth0
2022-05-05 06:44:54.529574+00:00,0,1478398,71428294,15,0,212394,253504123,0,eth0
2022-05-05 06:45:09.539255+00:00,0,1478411,71429062,15,0,212403,253508272,0,eth0
2022-05-05 06:45:24.526437+00:00,0,1478427,71430003,15,0,212416,253513787,0,eth0
2022-05-05 06:45:39.537431+00:00,0,1478440,71430771,15,0,212425,253517948,0,eth0
2022-05-05 06:45:54.533867+00:00,0,1478455,71431666,15,0,212437,253523450,0,eth0
2022-05-05 06:46:09.530770+00:00,0,1478469,71432480,15,0,212447,253527636,0,eth0
2022-05-05 06:46:24.549017+00:00,0,1478484,71433375,15,0,212459,253533118,0,eth0
2022-05-05 06:46:39.529000+00:00,0,1478497,71434143,15,0,212468,253537274,0,eth0
2022-05-05 06:46:54.512940+00:00,0,1478514,71435136,15,0,212481,253542879,0,eth0
2022-05-05 06:47:09.525156+00:00,0,1478527,71435904,15,0,212490,253547011,0,eth0
2022-05-05 06:47:24.521721+00:00,0,1478544,71436897,15,0,212503,253552578,0,eth0
2022-05-05 06:47:39.523364+00:00,0,1478557,71437665,15,0,212512,253556719,0,eth0
2022-05-05 06:47:54.568099+00:00,0,1478572,71438560,15,0,212524,253562194,0,eth0
2022-05-05 06:48:09.524409+00:00,0,1478586,71439374,15,0,212534,253566399,0,eth0
2022-05-05 06:48:24.527064+00:00,0,1478601,71440269,15,0,212546,253571922,0,eth0
2022-05-05 06:48:39.532370+00:00,0,1478614,71441037,15,0,212555,253576055,0,eth0
2022-05-05 06:48:54.520877+00:00,0,1478630,71441978,15,0,212568,253581572,0,eth0
2022-05-05 06:49:09.521339+00:00,0,1478643,71442746,15,0,212577,253585726,0,eth0
2022-05-05 06:49:24.531672+00:00,0,1478659,71443687,15,0,212590,253591259,0,eth0
2022-05-05 06:49:39.513669+00:00,0,1478672,71444455,15,0,212599,253595401,0,eth0
2022-05-05 06:49:54.523540+00:00,0,1478687,71445350,15,0,212611,253600910,0,eth0
2022-05-05 06:50:09.520042+00:00,0,1478701,71446164,15,0,212621,253605099,0,eth0
2022-05-05 06:50:24.532974+00:00,0,1478717,71447111,15,0,212633,253610620,0,eth0
2022-05-05 06:50:39.552869+00:00,0,1478730,71447879,15,0,212642,253614750,0,eth0
2022-05-05 06:50:54.519470+00:00,0,1478746,71448820,15,0,212655,253620257,0,eth0
2022-05-05 06:51:09.528705+00:00,0,1478759,71449588,15,0,212664,253624401,0,eth0
2022-05-05 06:51:24.520484+00:00,0,1478774,71450483,15,0,212676,253629884,0,eth0
2022-05-05 06:51:39.516762+00:00,0,1478788,71451297,15,0,212686,253634116,0,eth0
2022-05-05 06:51:54.528988+00:00,0,1478804,71452244,15,0,212698,253639634,0,eth0
2022-05-05 06:52:09.541726+00:00,0,1478818,71453058,15,0,212708,253643805,0,eth0
2022-05-05 06:52:24.524731+00:00,0,1478834,71454005,15,0,212720,253649325,0,eth0
2022-05-05 06:52:39.517743+00:00,0,1478847,71454773,15,0,212729,253653433,0,eth0
2022-05-05 06:52:54.515917+00:00,0,1478863,71455714,15,0,212742,253658989,0,eth0
2022-05-05 06:53:09.515808+00:00,0,1478876,71456482,15,0,212751,253663132,0,eth0
2022-05-05 06:53:24.533549+00:00,0,1478891,71457377,15,0,212763,253668593,0,eth0
2022-05-05 06:53:39.513145+00:00,0,1478905,71458191,15,0,212773,253672765,0,eth0
2022-05-05 06:53:54.513083+00:00,0,1478921,71459138,15,0,212785,253678276,0,eth0
2022-05-05 06:54:09.513450+00:00,0,1478934,71459906,15,0,212794,253682426,0,eth0
2022-05-05 06:54:24.513056+00:00,0,1478950,71460847,15,0,212807,253687952,0,eth0
2022-05-05 06:54:39.537421+00:00,0,1478963,71461615,15,0,212816,253692107,0,eth0
2022-05-05 06:54:54.528699+00:00,0,1478978,71462510,15,0,212828,253697620,0,eth0
2022-05-05 06:55:09.511272+00:00,0,1478992,71463324,15,0,212838,253701817,0,eth0
2022-05-05 06:55:24.510772+00:00,0,1479007,71464219,15,0,212850,253707296,0,eth0
2022-05-05 06:55:39.511771+00:00,0,1479020,71464987,15,0,212859,253711421,0,eth0
2022-05-05 06:55:54.510329+00:00,0,1479036,71465928,15,0,212872,253716938,0,eth0
2022-05-05 06:56:09.542892+00:00,0,1479049,71466696,15,0,212881,253721079,0,eth0
2022-05-05 06:56:24.515281+00:00,0,1479064,71467591,15,0,212893,253726548,0,eth0
2022-05-05 06:56:39.513785+00:00,0,1479078,71468405,15,0,212903,253730732,0,eth0
2022-05-05 06:56:54.511168+00:00,0,1479094,71469352,15,0,212915,253736255,0,eth0
2022-05-05 06:57:09.500345+00:00,0,1479107,71470120,15,0,212924,253740399,0,eth0
2022-05-05 06:57:24.541763+00:00,0,1479123,71471061,15,0,212937,253745929,0,eth0
2022-05-05 06:57:39.565511+00:00,0,1479136,71471829,15,0,212946,253750095,0,eth0
2022-05-05 06:57:54.509921+00:00,0,1479152,71472776,15,0,212958,253755594,0,eth0
2022-05-05 06:58:09.511611+00:00,0,1479166,71473590,15,0,212968,253759815,0,eth0
2022-05-05 06:58:24.510239+00:00,0,1479182,71474537,15,0,212980,253765318,0,eth0
2022-05-05 06:58:39.506768+00:00,0,1479196,71475351,15,0,212990,253769476,0,eth0
2022-05-05 06:58:54.513958+00:00,0,1479212,71476298,15,0,213002,253774987,0,eth0
2022-05-05 06:59:09.511248+00:00,0,1479225,71477066,15,0,213011,253779123,0,eth0
2022-05-05 06:59:24.506941+00:00,0,1479241,71478007,15,0,213024,253784642,0,eth0
2022-05-05 06:59:39.505459+00:00,0,1479254,71478775,15,0,213033,253788790,0,eth0
2022-05-05 06:59:54.504607+00:00,0,1479269,71479670,15,0,213045,253794315,0,eth0
2022-05-05 07:00:09.525614+00:00,0,1479283,71480484,15,0,213055,253798502,0,eth0
2022-05-05 07:00:24.528372+00:00,0,1479299,71481431,15,0,213067,253804025,0,eth0
2022-05-05 07:00:39.508212+00:00,0,1479312,71482199,15,0,213076,253808179,0,eth0
2022-05-05 07:00:54.506759+00:00,0,1479329,71483192,15,0,213089,253813736,0,eth0
2022-05-05 07:01:09.508421+00:00,0,1479342,71483960,15,0,213098,253817884,0,eth0
2022-05-05 07:01:24.504970+00:00,0,1479358,71484901,15,0,213111,253823431,0,eth0
2022-05-05 07:06:09.498981+00:00,0,1479633,71501102,15,0,213319,253914776,0,eth0
2022-05-05 07:06:24.506784+00:00,0,1479649,71502049,15,0,213331,253920292,0,eth0
2022-05-05 07:06:39.506732+00:00,0,1479663,71502863,15,0,213341,253924511,0,eth0
2022-05-05 07:06:54.501491+00:00,0,1479678,71503758,15,0,213353,253930026,0,eth0
2022-05-05 07:07:09.505745+00:00,0,1479692,71504572,15,0,213363,253934208,0,eth0
2022-05-05 07:07:24.493590+00:00,0,1479708,71505519,15,0,213375,253939728,0,eth0
2022-05-05 07:07:39.489538+00:00,0,1479723,71506751,15,0,213388,253944175,0,eth0
2022-05-05 07:07:54.492864+00:00,0,1479739,71507692,15,0,213402,253949802,0,eth0
2022-05-05 07:08:09.493035+00:00,0,1479752,71508460,15,0,213412,253954048,0,eth0
2022-05-05 07:08:24.508035+00:00,0,1479768,71509401,15,0,213425,253959545,0,eth0
2022-05-05 07:08:39.495328+00:00,0,1479781,71510169,15,0,213434,253963747,0,eth0
2022-05-05 07:08:54.492769+00:00,0,1479797,71511110,15,0,213447,253969291,0,eth0
2022-05-05 07:09:09.498127+00:00,0,1479810,71511878,15,0,213456,253973459,0,eth0
2022-05-05 07:09:24.492398+00:00,0,1479826,71512825,15,0,213468,253978949,0,eth0
2022-05-05 07:09:39.494618+00:00,0,1479840,71513639,15,0,213478,253983159,0,eth0
2022-05-05 07:09:54.495971+00:00,0,1479856,71514586,15,0,213490,253988616,0,eth0
2022-05-05 07:10:09.492623+00:00,0,1479870,71515400,15,0,213500,253992775,0,eth0
2022-05-05 07:10:24.492268+00:00,0,1479885,71516295,15,0,213512,253998236,0,eth0
2022-05-05 07:10:39.488626+00:00,0,1479898,71517063,15,0,213521,254002390,0,eth0
2022-05-05 07:10:54.490902+00:00,0,1479915,71518056,15,0,213534,254007973,0,eth0
2022-05-05 07:11:09.500036+00:00,0,1479928,71518824,15,0,213543,254012112,0,eth0
2022-05-05 07:11:24.487072+00:00,0,1479944,71519765,15,0,213556,254017645,0,eth0
2022-05-05 07:11:39.489934+00:00,0,1479957,71520533,15,0,213565,254021776,0,eth0
2022-05-05 07:11:54.511555+00:00,0,1479974,71521526,15,0,213578,254027318,0,eth0
2022-05-05 07:12:09.500531+00:00,0,1479987,71522294,15,0,213587,254031426,0,eth0
2022-05-05 07:12:24.493185+00:00,0,1480004,71523287,15,0,213600,254036963,0,eth0
2022-05-05 07:12:39.491305+00:00,0,1480017,71524055,15,0,213609,254041099,0,eth0
2022-05-05 07:12:54.490332+00:00,0,1480033,71524996,15,0,213622,254046607,0,eth0
2022-05-05 07:13:09.487802+00:00,0,1480046,71525764,15,0,213631,254050809,0,eth0
2022-05-05 07:13:24.488775+00:00,0,1480062,71526705,15,0,213644,254056345,0,eth0
2022-05-05 07:13:39.483514+00:00,0,1480075,71527473,15,0,213653,254060488,0,eth0
2022-05-05 07:13:54.496315+00:00,0,1480091,71528414,15,0,213666,254066022,0,eth0
2022-05-05 07:14:09.486810+00:00,0,1480104,71529182,15,0,213675,254070137,0,eth0
2022-05-05 07:14:24.481576+00:00,0,1480121,71530175,15,0,213688,254075702,0,eth0
2022-05-05 07:14:39.481952+00:00,0,1480134,71530943,15,0,213697,254079836,0,eth0
2022-05-05 07:14:54.481065+00:00,0,1480150,71531884,15,0,213710,254085400,0,eth0
2022-05-05 07:15:09.502357+00:00,0,1480163,71532652,15,0,213719,254089563,0,eth0
2022-05-05 07:15:24.499703+00:00,0,1480179,71533593,15,0,213732,254095122,0,eth0
2022-05-05 07:15:39.487774+00:00,0,1480192,71534361,15,0,213741,254099297,0,eth0
2022-05-05 07:15:54.480930+00:00,0,1480208,71535302,15,0,213754,254104821,0,eth0
2022-05-05 07:16:09.473759+00:00,0,1480221,71536070,15,0,213763,254108972,0,eth0
2022-05-05 07:16:24.482409+00:00,0,1480237,71537011,15,0,213776,254114469,0,eth0
2022-05-05 07:16:39.539643+00:00,0,1480250,71537779,15,0,213785,254118629,0,eth0
2022-05-05 07:16:54.486683+00:00,0,1480267,71538772,15,0,213798,254124187,0,eth0
2022-05-05 07:17:09.472121+00:00,0,1480280,71539540,15,0,213807,254128366,0,eth0
2022-05-05 07:17:24.481348+00:00,0,1480296,71540481,15,0,213820,254133849,0,eth0
2022-05-05 07:17:39.477744+00:00,0,1480309,71541249,15,0,213829,254138005,0,eth0
2022-05-05 07:17:54.496368+00:00,0,1480325,71542190,15,0,213842,254143544,0,eth0
2022-05-05 07:18:09.510366+00:00,0,1480338,71542958,15,0,213851,254147666,0,eth0
2022-05-05 07:18:24.482420+00:00,0,1480354,71543899,15,0,213864,254153183,0,eth0
2022-05-05 07:18:39.479811+00:00,0,1480367,71544667,15,0,213873,254157319,0,eth0
2022-05-05 07:18:54.480127+00:00,0,1480383,71545608,15,0,213886,254162858,0,eth0
2022-05-05 07:19:09.466689+00:00,0,1480396,71546376,15,0,213895,254166956,0,eth0
2022-05-05 07:19:24.506114+00:00,0,1480412,71547317,15,0,213908,254172488,0,eth0
2022-05-05 07:19:39.474086+00:00,0,1480425,71548085,15,0,213917,254176638,0,eth0
2022-05-05 07:19:54.473358+00:00,0,1480442,71549078,15,0,213930,254182162,0,eth0
2022-05-05 07:20:09.486618+00:00,0,1480455,71549846,15,0,213939,254186324,0,eth0
2022-05-05 07:20:24.472910+00:00,0,1480472,71550839,15,0,213952,254191857,0,eth0
2022-05-05 07:20:39.519819+00:00,0,1480485,71551607,15,0,213961,254195980,0,eth0
2022-05-05 07:20:54.489757+00:00,0,1480502,71552600,15,0,213974,254201544,0,eth0
2022-05-05 07:21:09.461202+00:00,0,1480515,71553368,15,0,213983,254205715,0,eth0
2022-05-05 07:21:24.471509+00:00,0,1480531,71554309,15,0,213996,254211239,0,eth0
2022-05-05 07:21:39.471433+00:00,0,1480544,71555077,15,0,214005,254215354,0,eth0
2022-05-05 07:21:54.474488+00:00,0,1480559,71555972,15,0,214017,254220814,0,eth0
2022-05-05 07:22:09.494364+00:00,0,1480573,71556786,15,0,214027,254225000,0,eth0
2022-05-05 07:22:24.476086+00:00,0,1480588,71557681,15,0,214039,254230506,0,eth0
2022-05-05 07:22:39.479569+00:00,0,1480601,71558449,15,0,214048,254234653,0,eth0
2022-05-05 07:22:54.469872+00:00,0,1480617,71559396,15,0,214060,254240162,0,eth0
2022-05-05 07:23:09.472664+00:00,0,1480631,71560210,15,0,214070,254244344,0,eth0
2022-05-05 07:23:24.503386+00:00,0,1480646,71561105,15,0,214082,254249822,0,eth0
2022-05-05 07:23:39.484982+00:00,0,1480659,71561873,15,0,214091,254253952,0,eth0
2022-05-05 07:23:54.457733+00:00,0,1480676,71562866,15,0,214104,254259505,0,eth0
2022-05-05 07:24:09.470274+00:00,0,1480689,71563634,15,0,214113,254263652,0,eth0
2022-05-05 07:24:24.466575+00:00,0,1480704,71564529,15,0,214125,254269108,0,eth0
2022-05-05 07:24:39.467925+00:00,0,1480717,71565297,15,0,214134,254273228,0,eth0
2022-05-05 07:24:54.476112+00:00,0,1480733,71566238,15,0,214147,254278737,0,eth0
2022-05-05 07:25:09.460587+00:00,0,1480746,71567006,15,0,214156,254282892,0,eth0
2022-05-05 07:25:24.478971+00:00,0,1480761,71567901,15,0,214168,254288364,0,eth0
2022-05-05 07:25:39.468224+00:00,0,1480774,71568669,15,0,214177,254292553,0,eth0
2022-05-05 07:25:54.467811+00:00,0,1480790,71569610,15,0,214190,254298082,0,eth0
2022-05-05 07:26:09.486439+00:00,0,1480803,71570378,15,0,214199,254302246,0,eth0
2022-05-05 07:26:24.479165+00:00,0,1480818,71571273,15,0,214211,254307733,0,eth0
2022-05-05 07:26:39.463530+00:00,0,1480832,71572087,15,0,214221,254311916,0,eth0
2022-05-05 07:26:54.463407+00:00,0,1480848,71573034,15,0,214233,254317405,0,eth0
2022-05-05 07:27:09.467351+00:00,0,1480861,71573802,15,0,214242,254321575,0,eth0
2022-05-05 07:27:24.467481+00:00,0,1480877,71574743,15,0,214255,254327079,0,eth0
2022-05-05 07:27:39.500074+00:00,0,1480890,71575511,15,0,214264,254331218,0,eth0
2022-05-05 07:27:54.461967+00:00,0,1480905,71576406,15,0,214276,254336722,0,eth0
2022-05-05 07:32:09.464704+00:00,0,1481154,71591060,15,0,214460,254418547,0,eth0
2022-05-05 07:32:24.443604+00:00,0,1481170,71592007,15,0,214472,254424076,0,eth0
2022-05-05 07:32:39.456093+00:00,0,1481183,71592775,15,0,214481,254428245,0,eth0
2022-05-05 07:32:54.455271+00:00,0,1481199,71593722,15,0,214493,254433773,0,eth0
2022-05-05 07:33:09.480410+00:00,0,1481213,71594536,15,0,214503,254437969,0,eth0
2022-05-05 07:33:24.453488+00:00,0,1481229,71595483,15,0,214515,254443496,0,eth0
2022-05-05 07:33:39.457267+00:00,0,1481243,71596297,15,0,214525,254447703,0,eth0
2022-05-05 07:33:54.460269+00:00,0,1481259,71597244,15,0,214537,254453198,0,eth0
2022-05-05 07:34:09.442764+00:00,0,1481272,71598012,15,0,214546,254457347,0,eth0
2022-05-05 07:34:24.497030+00:00,0,1481288,71598953,15,0,214559,254462914,0,eth0
2022-05-05 07:34:39.535797+00:00,0,1481301,71599721,15,0,214568,254467017,0,eth0
2022-05-05 07:34:54.459774+00:00,0,1481317,71600668,15,0,214580,254472523,0,eth0
2022-05-05 07:35:09.452504+00:00,0,1481331,71601482,15,0,214590,254476716,0,eth0
2022-05-05 07:35:24.439440+00:00,0,1481346,71602377,15,0,214602,254482211,0,eth0
2022-05-05 07:35:39.456444+00:00,0,1481359,71603145,15,0,214611,254486394,0,eth0
2022-05-05 07:35:54.471817+00:00,0,1481375,71604086,15,0,214624,254491860,0,eth0
2022-05-05 07:36:09.451252+00:00,0,1481388,71604854,15,0,214633,254495989,0,eth0
2022-05-05 07:36:24.450468+00:00,0,1481403,71605749,15,0,214645,254501474,0,eth0
2022-05-05 07:36:39.455025+00:00,0,1481417,71606563,15,0,214655,254505638,0,eth0
2022-05-05 07:36:54.451722+00:00,0,1481433,71607510,15,0,214667,254511136,0,eth0
2022-05-05 07:37:09.466089+00:00,0,1481446,71608278,15,0,214676,254515247,0,eth0
2022-05-05 07:37:24.457636+00:00,0,1481461,71609173,15,0,214688,254520723,0,eth0
2022-05-05 07:37:39.451389+00:00,0,1481475,71609987,15,0,214698,254524898,0,eth0
2022-05-05 07:37:54.448100+00:00,0,1481490,71610882,15,0,214710,254530387,0,eth0
2022-05-05 07:38:09.446799+00:00,0,1481503,71611650,15,0,214719,254534575,0,eth0
2022-05-05 07:38:24.447287+00:00,0,1481520,71612643,15,0,214732,254540146,0,eth0
2022-05-05 07:38:39.459764+00:00,0,1481533,71613411,15,0,214741,254544304,0,eth0
2022-05-05 07:38:54.445448+00:00,0,1481549,71614358,15,0,214753,254549786,0,eth0
2022-05-05 07:39:09.444041+00:00,0,1481562,71615126,15,0,214762,254553932,0,eth0
2022-05-05 07:39:24.444931+00:00,0,1481578,71616067,15,0,214775,254559435,0,eth0
2022-05-05 07:39:39.456073+00:00,0,1481591,71616835,15,0,214784,254563602,0,eth0
2022-05-05 07:39:54.485214+00:00,0,1481606,71617730,15,0,214796,254569091,0,eth0
2022-05-05 07:40:09.464814+00:00,0,1481620,71618544,15,0,214806,254573285,0,eth0
2022-05-05 07:40:24.451778+00:00,0,1481635,71619439,15,0,214818,254578772,0,eth0
2022-05-05 07:40:39.435598+00:00,0,1481648,71620207,15,0,214827,254582931,0,eth0
2022-05-05 07:40:54.442718+00:00,0,1481663,71621102,15,0,214839,254588419,0,eth0
2022-05-05 07:41:09.443003+00:00,0,1481677,71621916,15,0,214849,254592600,0,eth0
2022-05-05 07:41:24.452005+00:00,0,1481692,71622811,15,0,214861,254598104,0,eth0
2022-05-05 07:41:39.444933+00:00,0,1481705,71623579,15,0,214870,254602264,0,eth0
2022-05-05 07:41:54.441632+00:00,0,1481721,71624520,15,0,214883,254607798,0,eth0
2022-05-05 07:42:09.439553+00:00,0,1481734,71625288,15,0,214892,254611916,0,eth0
2022-05-05 07:42:24.442717+00:00,0,1481752,71626693,15,0,214908,254617656,0,eth0
2022-05-05 07:42:39.454028+00:00,0,1481765,71627461,15,0,214919,254621992,0,eth0
