utctimestamp,total_size_free,total_size_used,total_size_total,total_files,count
2022-05-05 06:27:50.592789+00:00,6628829184,14475038720,21103867904,4195100,109
2022-05-05 06:28:05.590251+00:00,6628812800,14475055104,21103867904,4195100,109
2022-05-05 06:28:20.591965+00:00,6628812800,14475055104,21103867904,4195100,109
2022-05-05 06:28:35.599788+00:00,6628804608,14475063296,21103867904,4195100,109
2022-05-05 06:28:50.603554+00:00,6628804608,14475063296,21103867904,4195100,109
2022-05-05 06:29:05.590564+00:00,6628804608,14475063296,21103867904,4195100,109
2022-05-05 06:29:20.598748+00:00,6628804608,14475063296,21103867904,4195100,109
2022-05-05 06:29:35.588341+00:00,6628804608,14475063296,21103867904,4195100,109
2022-05-05 06:29:50.587967+00:00,6628771840,14475096064,21103867904,4195100,109
2022-05-05 06:30:05.592738+00:00,6628771840,14475096064,21103867904,4195100,109
2022-05-05 06:30:20.588445+00:00,6628763648,14475104256,21103867904,4195100,109
2022-05-05 06:30:35.586730+00:00,6628755456,14475112448,21103867904,4195100,109
2022-05-05 06:30:50.585174+00:00,6628755456,14475112448,21103867904,4195100,109
2022-05-05 06:31:05.591141+00:00,6628747264,14475120640,21103867904,4195100,109
2022-05-05 06:31:20.593783+00:00,6628747264,14475120640,21103867904,4195100,109
2022-05-05 06:31:35.612192+00:00,6628747264,14475120640,21103867904,4195100,109
2022-05-05 06:31:50.587135+00:00,6628747264,14475120640,21103867904,4195100,109
2022-05-05 06:32:05.584313+00:00,6628739072,14475128832,21103867904,4195100,109
2022-05-05 06:32:20.587917+00:00,6628739072,14475128832,21103867904,4195100,109
2022-05-05 06:32:35.593161+00:00,6628722688,14475145216,21103867904,4195100,109
2022-05-05 06:32:50.590308+00:00,6628714496,14475153408,21103867904,4195100,109
2022-05-05 06:33:05.588394+00:00,6628714496,14475153408,21103867904,4195100,109
2022-05-05 06:33:20.581189+00:00,6628714496,14475153408,21103867904,4195100,109
2022-05-05 06:33:35.584980+00:00,6628706304,14475161600,21103867904,4195100,109
2022-05-05 06:33:50.582168+00:00,6628706304,14475161600,21103867904,4195100,109
2022-05-05 06:34:05.589073+00:00,6628698112,14475169792,21103867904,4195100,109
2022-05-05 06:34:20.585703+00:00,6628698112,14475169792,21103867904,4195100,109
2022-05-05 06:34:35.580710+00:00,6628698112,14475169792,21103867904,4195100,109
2022-05-05 06:34:50.580203+00:00,6628665344,14475202560,21103867904,4195100,109
2022-05-05 06:35:05.582642+00:00,6628657152,14475210752,21103867904,4195100,109
2022-05-05 06:35:20.582524+00:00,6628648960,14475218944,21103867904,4195100,109
2022-05-05 06:35:35.590115+00:00,6628640768,14475227136,21103867904,4195100,109
2022-05-05 06:35:50.581229+00:00,6628640768,14475227136,21103867904,4195100,109
2022-05-05 06:39:05.577731+00:00,6628591616,14475276288,21103867904,4195100,109
2022-05-05 06:39:20.576757+00:00,6628591616,14475276288,21103867904,4195100,109
2022-05-05 06:39:35.596878+00:00,6628591616,14475276288,21103867904,4195100,109
2022-05-05 06:39:50.582270+00:00,6628558848,14475309056,21103867904,4195100,109
2022-05-05 06:40:05.576285+00:00,6628542464,14475325440,21103867904,4195100,109
2022-05-05 06:40:20.572440+00:00,6628542464,14475325440,21103867904,4195100,109
2022-05-05 06:40:35.574108+00:00,6628542464,14475325440,21103867904,4195100,109
2022-05-05 06:40:50.569146+00:00,6628542464,14475325440,21103867904,4195100,109
2022-05-05 06:41:05.602615+00:00,6628542464,14475325440,21103867904,4195100,109
2022-05-05 06:41:20.576797+00:00,6628542464,14475325440,21103867904,4195100,109
2022-05-05 06:41:35.573365+00:00,6628534272,14475333632,21103867904,4195100,109
2022-05-05 06:41:50.571697+00:00,6628526080,14475341824,21103867904,4195100,109
2022-05-05 06:42:05.570662+00:00,6628517888,14475350016,21103867904,4195100,109
2022-05-05 06:42:20.588479+00:00,6628517888,14475350016,21103867904,4195100,109
2022-05-05 06:42:35.591878+00:00,6628517888,14475350016,21103867904,4195100,109
2022-05-05 06:42:50.571943+00:00,6628517888,14475350016,21103867904,4195100,109
2022-05-05 06:43:05.583516+00:00,6628501504,14475366400,21103867904,4195100,109
2022-05-05 06:43:20.573682+00:00,6628501504,14475366400,21103867904,4195100,109
2022-05-05 06:43:35.566973+00:00,6628493312,14475374592,21103867904,4195100,109
2022-05-05 06:43:50.589341+00:00,6628493312,14475374592,21103867904,4195100,109
2022-05-05 06:44:05.565903+00:00,6628485120,14475382784,21103867904,4195100,109
2022-05-05 06:44:20.565188+00:00,6628485120,14475382784,21103867904,4195100,109
2022-05-05 06:44:35.564777+00:00,6628485120,14475382784,21103867904,4195100,109
2022-05-05 06:44:50.565785+00:00,6628452352,14475415552,21103867904,4195100,109
2022-05-05 06:45:05.581289+00:00,6628444160,14475423744,21103867904,4195100,109
2022-05-05 06:45:20.582116+00:00,6628444160,14475423744,21103867904,4195100,109
2022-05-05 06:45:35.563917+00:00,6628435968,14475431936,21103867904,4195100,109
2022-05-05 06:45:50.563817+00:00,6628435968,14475431936,21103867904,4195100,109
2022-05-05 06:46:05.564547+00:00,6628435968,14475431936,21103867904,4195100,109
2022-05-05 06:46:20.564158+00:00,6628435968,14475431936,21103867904,4195100,109
2022-05-05 06:46:35.568283+00:00,6628419584,14475448320,21103867904,4195100,109
2022-05-05 06:46:50.571458+00:00,6628419584,14475448320,21103867904,4195100,109
2022-05-05 06:47:05.567797+00:00,6628411392,14475456512,21103867904,4195100,109
2022-05-05 06:47:20.560205+00:00,6628411392,14475456512,21103867904,4195100,109
2022-05-05 06:47:35.566088+00:00,6628411392,14475456512,21103867904,4195100,109
2022-05-05 06:47:50.580127+00:00,6628403200,14475464704,21103867904,4195100,109
2022-05-05 06:48:05.571563+00:00,6628403200,14475464704,21103867904,4195100,109
2022-05-05 06:48:20.562025+00:00,6628395008,14475472896,21103867904,4195100,109
2022-05-05 06:48:35.564369+00:00,6628378624,14475489280,21103867904,4195100,109
2022-05-05 06:48:50.557041+00:00,6628378624,14475489280,21103867904,4195100,109
2022-05-05 06:49:05.557346+00:00,6628378624,14475489280,21103867904,4195100,109
2022-05-05 06:49:20.582221+00:00,6628378624,14475489280,21103867904,4195100,109
2022-05-05 06:49:35.560726+00:00,6628378624,14475489280,21103867904,4195100,109
2022-05-05 06:49:50.558016+00:00,6628345856,14475522048,21103867904,4195100,109
2022-05-05 06:50:05.557071+00:00,6628329472,14475538432,21103867904,4195100,109
2022-05-05 06:50:20.558954+00:00,6628329472,14475538432,21103867904,4195100,109
2022-05-05 06:50:35.567071+00:00,6628329472,14475538432,21103867904,4195100,109
2022-05-05 06:50:50.557650+00:00,6628329472,14475538432,21103867904,4195100,109
2022-05-05 06:51:05.555452+00:00,6628321280,14475546624,21103867904,4195100,109
2022-05-05 06:51:20.560765+00:00,6628321280,14475546624,21103867904,4195100,109
2022-05-05 06:51:35.561902+00:00,6628304896,14475563008,21103867904,4195100,109
2022-05-05 06:51:50.557295+00:00,6628304896,14475563008,21103867904,4195100,109
2022-05-05 06:52:05.556704+00:00,6628304896,14475563008,21103867904,4195100,109
2022-05-05 06:52:20.563748+00:00,6628304896,14475563008,21103867904,4195100,109
2022-05-05 06:52:35.553612+00:00,6628304896,14475563008,21103867904,4195100,109
2022-05-05 06:52:50.553079+00:00,6628304896,14475563008,21103867904,4195100,109
2022-05-05 06:53:05.553210+00:00,6628272128,14475595776,21103867904,4195100,109
2022-05-05 06:53:20.576572+00:00,6628272128,14475595776,21103867904,4195100,109
2022-05-05 06:53:35.551103+00:00,6628272128,14475595776,21103867904,4195100,109
2022-05-05 06:53:50.556080+00:00,6628272128,14475595776,21103867904,4195100,109
2022-05-05 06:54:05.555614+00:00,6628272128,14475595776,21103867904,4195100,109
2022-05-05 06:54:20.552670+00:00,6628272128,14475595776,21103867904,4195100,109
2022-05-05 06:54:35.549800+00:00,6628272128,14475595776,21103867904,4195100,109
2022-05-05 06:54:50.553529+00:00,6628231168,14475636736,21103867904,4195100,109
2022-05-05 06:55:05.549763+00:00,6628231168,14475636736,21103867904,4195100,109
2022-05-05 06:55:20.548531+00:00,6628231168,14475636736,21103867904,4195100,109
2022-05-05 06:55:35.547684+00:00,6628222976,14475644928,21103867904,4195100,109
2022-05-05 06:55:50.547330+00:00,6628222976,14475644928,21103867904,4195100,109
2022-05-05 06:56:05.557505+00:00,6628214784,14475653120,21103867904,4195100,109
2022-05-05 06:56:20.550941+00:00,6628214784,14475653120,21103867904,4195100,109
2022-05-05 06:56:35.547512+00:00,6628206592,14475661312,21103867904,4195100,109
2022-05-05 06:56:50.547263+00:00,6628206592,14475661312,21103867904,4195100,109
2022-05-05 06:57:05.546229+00:00,6628206592,14475661312,21103867904,4195100,109
2022-05-05 06:57:20.547583+00:00,6628206592,14475661312,21103867904,4195100,109
2022-05-05 06:57:35.549909+00:00,6628198400,14475669504,21103867904,4195100,109
2022-05-05 06:57:50.543767+00:00,6628190208,14475677696,21103867904,4195100,109
2022-05-05 06:58:05.553384+00:00,6628173824,14475694080,21103867904,4195100,109
2022-05-05 06:58:20.552820+00:00,6628173824,14475694080,21103867904,4195100,109
2022-05-05 06:58:35.545051+00:00,6628173824,14475694080,21103867904,4195100,109
2022-05-05 06:58:50.545103+00:00,6628173824,14475694080,21103867904,4195100,109
2022-05-05 06:59:05.549275+00:00,6628165632,14475702272,21103867904,4195100,109
2022-05-05 06:59:20.545570+00:00,6628165632,14475702272,21103867904,4195100,109
2022-05-05 06:59:35.543457+00:00,6628165632,14475702272,21103867904,4195100,109
2022-05-05 06:59:50.540799+00:00,6628124672,14475743232,21103867904,4195100,109
2022-05-05 07:00:05.546386+00:00,6628116480,14475751424,21103867904,4195100,109
2022-05-05 07:00:20.552926+00:00,6628116480,14475751424,21103867904,4195100,109
2022-05-05 07:00:35.549534+00:00,6628108288,14475759616,21103867904,4195100,109
2022-05-05 07:00:50.546653+00:00,6628108288,14475759616,21103867904,4195100,109
2022-05-05 07:01:05.545657+00:00,6628108288,14475759616,21103867904,4195100,109
2022-05-05 07:01:20.542463+00:00,6628100096,14475767808,21103867904,4195100,109
2022-05-05 07:06:05.532785+00:00,6628009984,14475857920,21103867904,4195100,109
2022-05-05 07:06:20.533298+00:00,6628001792,14475866112,21103867904,4195100,109
2022-05-05 07:06:35.540069+00:00,6627993600,14475874304,21103867904,4195100,109
2022-05-05 07:06:50.531855+00:00,6627993600,14475874304,21103867904,4195100,109
2022-05-05 07:07:05.535465+00:00,6627985408,14475882496,21103867904,4195100,109
2022-05-05 07:07:20.530023+00:00,6627985408,14475882496,21103867904,4195100,109
2022-05-05 07:07:35.531782+00:00,6627985408,14475882496,21103867904,4195100,109
2022-05-05 07:07:50.529802+00:00,6627977216,14475890688,21103867904,4195100,109
2022-05-05 07:08:05.530438+00:00,6627960832,14475907072,21103867904,4195100,109
2022-05-05 07:08:20.538432+00:00,6627960832,14475907072,21103867904,4195100,109
2022-05-05 07:08:35.530320+00:00,6627960832,14475907072,21103867904,4195100,109
2022-05-05 07:08:50.530647+00:00,6627960832,14475907072,21103867904,4195100,109
2022-05-05 07:09:05.532354+00:00,6627960832,14475907072,21103867904,4195100,109
2022-05-05 07:09:20.527991+00:00,6627960832,14475907072,21103867904,4195100,109
2022-05-05 07:09:35.528280+00:00,6627936256,14475931648,21103867904,4195100,109
2022-05-05 07:09:50.534653+00:00,6627903488,14475964416,21103867904,4195100,109
2022-05-05 07:10:05.533320+00:00,6627903488,14475964416,21103867904,4195100,109
2022-05-05 07:10:20.526987+00:00,6627903488,14475964416,21103867904,4195100,109
2022-05-05 07:10:35.526295+00:00,6627903488,14475964416,21103867904,4195100,109
2022-05-05 07:10:50.526631+00:00,6627903488,14475964416,21103867904,4195100,109
2022-05-05 07:11:05.544018+00:00,6627887104,14475980800,21103867904,4195100,109
2022-05-05 07:11:20.529325+00:00,6627887104,14475980800,21103867904,4195100,109
2022-05-05 07:11:35.524230+00:00,6627878912,14475988992,21103867904,4195100,109
2022-05-05 07:11:50.526375+00:00,6627878912,14475988992,21103867904,4195100,109
2022-05-05 07:12:05.524136+00:00,6627878912,14475988992,21103867904,4195100,109
2022-05-05 07:12:20.524054+00:00,6627878912,14475988992,21103867904,4195100,109
2022-05-05 07:12:35.527080+00:00,6627870720,14475997184,21103867904,4195100,109
2022-05-05 07:12:50.523037+00:00,6627862528,14476005376,21103867904,4195100,109
2022-05-05 07:13:05.522659+00:00,6627854336,14476013568,21103867904,4195100,109
2022-05-05 07:13:20.521796+00:00,6627854336,14476013568,21103867904,4195100,109
2022-05-05 07:13:35.521734+00:00,6627854336,14476013568,21103867904,4195100,109
2022-05-05 07:13:50.543016+00:00,6627854336,14476013568,21103867904,4195100,109
2022-05-05 07:14:05.526232+00:00,6627837952,14476029952,21103867904,4195100,109
2022-05-05 07:14:20.522101+00:00,6627837952,14476029952,21103867904,4195100,109
2022-05-05 07:14:35.519130+00:00,6627837952,14476029952,21103867904,4195100,109
2022-05-05 07:14:50.519550+00:00,6627805184,14476062720,21103867904,4195100,109
2022-05-05 07:15:05.519392+00:00,6627805184,14476062720,21103867904,4195100,109
2022-05-05 07:15:20.523782+00:00,6627805184,14476062720,21103867904,4195100,109
2022-05-05 07:15:35.518240+00:00,6627796992,14476070912,21103867904,4195100,109
2022-05-05 07:15:50.522105+00:00,6627796992,14476070912,21103867904,4195100,109
2022-05-05 07:16:05.517142+00:00,6627780608,14476087296,21103867904,4195100,109
2022-05-05 07:16:20.519972+00:00,6627780608,14476087296,21103867904,4195100,109
2022-05-05 07:16:35.532949+00:00,6627780608,14476087296,21103867904,4195100,109
2022-05-05 07:16:50.520627+00:00,6627780608,14476087296,21103867904,4195100,109
2022-05-05 07:17:05.516178+00:00,6627772416,14476095488,21103867904,4195100,109
2022-05-05 07:17:20.514301+00:00,6627772416,14476095488,21103867904,4195100,109
2022-05-05 07:17:35.526422+00:00,6627764224,14476103680,21103867904,4195100,109
2022-05-05 07:17:50.516400+00:00,6627764224,14476103680,21103867904,4195100,109
2022-05-05 07:18:05.517442+00:00,6627756032,14476111872,21103867904,4195100,109
2022-05-05 07:18:20.514432+00:00,6627756032,14476111872,21103867904,4195100,109
2022-05-05 07:18:35.514587+00:00,6627739648,14476128256,21103867904,4195100,109
2022-05-05 07:18:50.516152+00:00,6627739648,14476128256,21103867904,4195100,109
2022-05-05 07:19:05.511887+00:00,6627739648,14476128256,21103867904,4195100,109
2022-05-05 07:19:20.523684+00:00,6627731456,14476136448,21103867904,4195100,109
2022-05-05 07:19:35.521075+00:00,6627731456,14476136448,21103867904,4195100,109
2022-05-05 07:19:50.515086+00:00,6627698688,14476169216,21103867904,4195100,109
2022-05-05 07:20:05.508676+00:00,6627690496,14476177408,21103867904,4195100,109
2022-05-05 07:20:20.513597+00:00,6627690496,14476177408,21103867904,4195100,109
2022-05-05 07:20:35.510662+00:00,6627682304,14476185600,21103867904,4195100,109
2022-05-05 07:20:50.528322+00:00,6627682304,14476185600,21103867904,4195100,109
2022-05-05 07:21:05.507921+00:00,6627674112,14476193792,21103867904,4195100,109
2022-05-05 07:21:20.510881+00:00,6627674112,14476193792,21103867904,4195100,109
2022-05-05 07:21:35.508533+00:00,6627665920,14476201984,21103867904,4195100,109
2022-05-05 07:21:50.517790+00:00,6627665920,14476201984,21103867904,4195100,109
2022-05-05 07:22:05.511068+00:00,6627665920,14476201984,21103867904,4195100,109
2022-05-05 07:22:20.534695+00:00,6627665920,14476201984,21103867904,4195100,109
2022-05-05 07:22:35.507944+00:00,6627657728,14476210176,21103867904,4195100,109
2022-05-05 07:22:50.508140+00:00,6627657728,14476210176,21103867904,4195100,109
2022-05-05 07:23:05.507109+00:00,6627633152,14476234752,21103867904,4195100,109
2022-05-05 07:23:20.507003+00:00,6627633152,14476234752,21103867904,4195100,109
2022-05-05 07:23:35.508509+00:00,6627633152,14476234752,21103867904,4195100,109
2022-05-05 07:23:50.504431+00:00,6627633152,14476234752,21103867904,4195100,109
2022-05-05 07:24:05.503721+00:00,6627633152,14476234752,21103867904,4195100,109
2022-05-05 07:24:20.513525+00:00,6627624960,14476242944,21103867904,4195100,109
2022-05-05 07:24:35.504726+00:00,6627624960,14476242944,21103867904,4195100,109
2022-05-05 07:24:50.507065+00:00,6627592192,14476275712,21103867904,4195100,109
2022-05-05 07:25:05.507642+00:00,6627592192,14476275712,21103867904,4195100,109
2022-05-05 07:25:20.503698+00:00,6627592192,14476275712,21103867904,4195100,109
2022-05-05 07:25:35.503164+00:00,6627584000,14476283904,21103867904,4195100,109
2022-05-05 07:25:50.505314+00:00,6627575808,14476292096,21103867904,4195100,109
2022-05-05 07:26:05.501938+00:00,6627567616,14476300288,21103867904,4195100,109
2022-05-05 07:26:20.518494+00:00,6627567616,14476300288,21103867904,4195100,109
2022-05-05 07:26:35.501315+00:00,6627567616,14476300288,21103867904,4195100,109
2022-05-05 07:26:50.508949+00:00,6627567616,14476300288,21103867904,4195100,109
2022-05-05 07:27:05.501308+00:00,6627567616,14476300288,21103867904,4195100,109
2022-05-05 07:27:20.500411+00:00,6627567616,14476300288,21103867904,4195100,109
2022-05-05 07:27:35.508206+00:00,6627543040,14476324864,21103867904,4195100,109
2022-05-05 07:27:50.517311+00:00,6627543040,14476324864,21103867904,4195100,109
2022-05-05 07:32:05.492493+00:00,6627461120,14476406784,21103867904,4195100,109
2022-05-05 07:32:20.492978+00:00,6627461120,14476406784,21103867904,4195100,109
2022-05-05 07:32:35.500839+00:00,6627444736,14476423168,21103867904,4195100,109
2022-05-05 07:32:50.496671+00:00,6627444736,14476423168,21103867904,4195100,109
2022-05-05 07:33:05.503457+00:00,6627436544,14476431360,21103867904,4195100,109
2022-05-05 07:33:20.500860+00:00,6627436544,14476431360,21103867904,4195100,109
2022-05-05 07:33:35.490803+00:00,6627428352,14476439552,21103867904,4195100,109
2022-05-05 07:33:50.490270+00:00,6627428352,14476439552,21103867904,4195100,109
2022-05-05 07:34:05.489602+00:00,6627420160,14476447744,21103867904,4195100,109
2022-05-05 07:34:20.492521+00:00,6627420160,14476447744,21103867904,4195100,109
2022-05-05 07:34:35.501779+00:00,6627411968,14476455936,21103867904,4195100,109
2022-05-05 07:34:50.489821+00:00,6627379200,14476488704,21103867904,4195100,109
2022-05-05 07:35:05.499352+00:00,6627371008,14476496896,21103867904,4195100,109
2022-05-05 07:35:20.494047+00:00,6627371008,14476496896,21103867904,4195100,109
2022-05-05 07:35:35.490234+00:00,6627362816,14476505088,21103867904,4195100,109
2022-05-05 07:35:50.499404+00:00,6627362816,14476505088,21103867904,4195100,109
2022-05-05 07:36:05.487473+00:00,6627362816,14476505088,21103867904,4195100,109
2022-05-05 07:36:20.487878+00:00,6627362816,14476505088,21103867904,4195100,109
2022-05-05 07:36:35.486567+00:00,6627354624,14476513280,21103867904,4195100,109
2022-05-05 07:36:50.486953+00:00,6627354624,14476513280,21103867904,4195100,109
2022-05-05 07:37:05.485694+00:00,6627346432,14476521472,21103867904,4195100,109
2022-05-05 07:37:20.514382+00:00,6627338240,14476529664,21103867904,4195100,109
2022-05-05 07:37:35.486271+00:00,6627338240,14476529664,21103867904,4195100,109
2022-05-05 07:37:50.484451+00:00,6627338240,14476529664,21103867904,4195100,109
2022-05-05 07:38:05.487289+00:00,6627321856,14476546048,21103867904,4195100,109
2022-05-05 07:38:20.484582+00:00,6627321856,14476546048,21103867904,4195100,109
2022-05-05 07:38:35.488935+00:00,6627321856,14476546048,21103867904,4195100,109
2022-05-05 07:38:50.484492+00:00,6627321856,14476546048,21103867904,4195100,109
2022-05-05 07:39:05.481605+00:00,6627305472,14476562432,21103867904,4195100,109
2022-05-05 07:39:20.480309+00:00,6627305472,14476562432,21103867904,4195100,109
2022-05-05 07:39:35.486012+00:00,6627305472,14476562432,21103867904,4195100,109
2022-05-05 07:39:50.483216+00:00,6627272704,14476595200,21103867904,4195100,109
2022-05-05 07:40:05.493350+00:00,6627272704,14476595200,21103867904,4195100,109
2022-05-05 07:40:20.482081+00:00,6627272704,14476595200,21103867904,4195100,109
2022-05-05 07:40:35.480783+00:00,6627264512,14476603392,21103867904,4195100,109
2022-05-05 07:40:50.480621+00:00,6627264512,14476603392,21103867904,4195100,109
2022-05-05 07:41:05.479934+00:00,6627256320,14476611584,21103867904,4195100,109
2022-05-05 07:41:20.492446+00:00,6627256320,14476611584,21103867904,4195100,109
2022-05-05 07:41:35.482968+00:00,6627248128,14476619776,21103867904,4195100,109
2022-05-05 07:41:50.476283+00:00,6627248128,14476619776,21103867904,4195100,109
2022-05-05 07:42:05.480758+00:00,6627239936,14476627968,21103867904,4195100,109
2022-05-05 07:42:20.478602+00:00,6627239936,14476627968,21103867904,4195100,109
2022-05-05 07:42:35.481347+00:00,6627231744,14476636160,21103867904,4195100,109
2022-05-05 07:42:50.484107+00:00,6627231744,14476636160,21103867904,4195100,109
2022-05-05 07:43:05.476255+00:00,6627223552,14476644352,21103867904,4195100,109
2022-05-05 07:43:20.475752+00:00,6627223552,14476644352,21103867904,4195100,109
2022-05-05 07:43:35.475740+00:00,6627223552,14476644352,21103867904,4195100,109
2022-05-05 07:43:50.481803+00:00,6627215360,14476652544,21103867904,4195100,109
2022-05-05 07:44:05.476545+00:00,6627198976,14476668928,21103867904,4195100,109
2022-05-05 07:44:20.475191+00:00,6627198976,14476668928,21103867904,4195100,109
2022-05-05 07:44:35.474009+00:00,6627198976,14476668928,21103867904,4195100,109
2022-05-05 07:44:50.474300+00:00,6627166208,14476701696,21103867904,4195100,109
2022-05-05 07:45:05.473430+00:00,6627166208,14476701696,21103867904,4195100,109
2022-05-05 07:45:20.474974+00:00,6627166208,14476701696,21103867904,4195100,109
2022-05-05 07:45:35.483257+00:00,6627149824,14476718080,21103867904,4195100,109
2022-05-05 07:45:50.470645+00:00,6627149824,14476718080,21103867904,4195100,109
2022-05-05 07:46:05.470924+00:00,6627141632,14476726272,21103867904,4195100,109
2022-05-05 07:46:20.480905+00:00,6627141632,14476726272,21103867904,4195100,109
2022-05-05 07:46:35.477578+00:00,6627141632,14476726272,21103867904,4195100,109
2022-05-05 07:46:50.484329+00:00,6627141632,14476726272,21103867904,4195100,109
2022-05-05 07:47:05.470186+00:00,6627125248,14476742656,21103867904,4195100,109
2022-05-05 07:47:20.470168+00:00,6627125248,14476742656,21103867904,4195100,109
2022-05-05 07:47:35.469052+00:00,6627125248,14476742656,21103867904,4195100,109
2022-05-05 07:47:50.470132+00:00,6627117056,14476750848,21103867904,4195100,109
2022-05-05 07:48:05.478598+00:00,6627117056,14476750848,21103867904,4195100,109
2022-05-05 07:48:20.469646+00:00,6627117056,14476750848,21103867904,4195100,109
2022-05-05 07:48:35.471927+00:00,6627092480,14476775424,21103867904,4195100,109
2022-05-05 07:48:50.465972+00:00,6627092480,14476775424,21103867904,4195100,109
2022-05-05 07:49:05.469315+00:00,6627092480,14476775424,21103867904,4195100,109
2022-05-05 07:49:20.468144+00:00,6627092480,14476775424,21103867904,4195100,109
2022-05-05 07:49:35.486095+00:00,6627100672,14476767232,21103867904,4195100,109
2022-05-05 07:49:50.472065+00:00,6627067904,14476800000,21103867904,4195100,109
2022-05-05 07:50:05.465297+00:00,6627059712,14476808192,21103867904,4195100,109
2022-05-05 07:50:20.470686+00:00,6627051520,14476816384,21103867904,4195100,109
2022-05-05 07:50:35.470083+00:00,6627043328,14476824576,21103867904,4195100,109
2022-05-05 07:50:50.469683+00:00,6627043328,14476824576,21103867904,4195100,109
2022-05-05 07:51:05.481594+00:00,6627043328,14476824576,21103867904,4195100,109
2022-05-05 07:51:20.464389+00:00,6627043328,14476824576,21103867904,4195100,109
2022-05-05 07:51:35.463064+00:00,6627035136,14476832768,21103867904,4195100,109
2022-05-05 07:51:50.463499+00:00,6627035136,14476832768,21103867904,4195100,109
2022-05-05 07:52:05.466812+00:00,6627026944,14476840960,21103867904,4195100,109
2022-05-05 07:52:20.469154+00:00,6627026944,14476840960,21103867904,4195100,109
2022-05-05 07:52:35.475885+00:00,6627026944,14476840960,21103867904,4195100,109
2022-05-05 07:52:50.461235+00:00,6627018752,14476849152,21103867904,4195100,109
2022-05-05 07:53:05.460174+00:00,6627002368,14476865536,21103867904,4195100,109
2022-05-05 07:53:20.463714+00:00,6627002368,14476865536,21103867904,4195100,109
2022-05-05 07:53:35.459568+00:00,6626994176,14476873728,21103867904,4195100,109
2022-05-05 07:53:50.462298+00:00,6626994176,14476873728,21103867904,4195100,109
2022-05-05 07:54:05.458529+00:00,6626994176,14476873728,21103867904,4195100,109
2022-05-05 07:54:20.459406+00:00,6626994176,14476873728,21103867904,4195100,109
2022-05-05 07:54:35.458021+00:00,6626985984,14476881920,21103867904,4195100,109
2022-05-05 07:59:20.458331+00:00,6626879488,14476988416,21103867904,4195100,109
2022-05-05 07:59:35.449175+00:00,6626887680,14476980224,21103867904,4195100,109
2022-05-05 07:59:50.450539+00:00,6626854912,14477012992,21103867904,4195100,109
2022-05-05 08:00:05.452579+00:00,6626838528,14477029376,21103867904,4195100,109
2022-05-05 08:00:20.449474+00:00,6626838528,14477029376,21103867904,4195100,109
2022-05-05 08:00:35.457454+00:00,6626830336,14477037568,21103867904,4195100,109
2022-05-05 08:00:50.462094+00:00,6626830336,14477037568,21103867904,4195100,109
2022-05-05 08:01:05.448460+00:00,6626830336,14477037568,21103867904,4195100,109
2022-05-05 08:01:20.449158+00:00,6626830336,14477037568,21103867904,4195100,109
2022-05-05 08:01:35.450795+00:00,6626830336,14477037568,21103867904,4195100,109
2022-05-05 08:01:50.458500+00:00,6626822144,14477045760,21103867904,4195100,109
2022-05-05 08:02:05.450808+00:00,6626805760,14477062144,21103867904,4195100,109
2022-05-05 08:02:20.463570+00:00,6626805760,14477062144,21103867904,4195100,109
2022-05-05 08:02:35.446935+00:00,6626805760,14477062144,21103867904,4195100,109
2022-05-05 08:02:50.446669+00:00,6626805760,14477062144,21103867904,4195100,109
2022-05-05 08:03:05.445395+00:00,6626797568,14477070336,21103867904,4195100,109
2022-05-05 08:03:20.451393+00:00,6626797568,14477070336,21103867904,4195100,109
2022-05-05 08:03:35.452409+00:00,6626781184,14477086720,21103867904,4195100,109
2022-05-05 08:03:50.443958+00:00,6626781184,14477086720,21103867904,4195100,109
2022-05-05 08:04:05.443088+00:00,6626781184,14477086720,21103867904,4195100,109
2022-05-05 08:04:20.447372+00:00,6626781184,14477086720,21103867904,4195100,109
2022-05-05 08:04:35.446808+00:00,6626781184,14477086720,21103867904,4195100,109
2022-05-05 08:04:50.447481+00:00,6626748416,14477119488,21103867904,4195100,109
2022-05-05 08:05:05.442337+00:00,6626732032,14477135872,21103867904,4195100,109
2022-05-05 08:05:20.442385+00:00,6626732032,14477135872,21103867904,4195100,109
2022-05-05 08:05:35.440776+00:00,6626732032,14477135872,21103867904,4195100,109
2022-05-05 08:05:50.441303+00:00,6626732032,14477135872,21103867904,4195100,109
2022-05-05 08:06:05.470052+00:00,6626732032,14477135872,21103867904,4195100,109
2022-05-05 08:06:20.445099+00:00,6626732032,14477135872,21103867904,4195100,109
2022-05-05 08:06:35.449798+00:00,6626715648,14477152256,21103867904,4195100,109
2022-05-05 08:06:50.444086+00:00,6626715648,14477152256,21103867904,4195100,109
2022-05-05 08:07:05.438791+00:00,6626707456,14477160448,21103867904,4195100,109
2022-05-05 08:07:20.440353+00:00,6626707456,14477160448,21103867904,4195100,109
2022-05-05 08:07:35.450045+00:00,6626707456,14477160448,21103867904,4195100,109
2022-05-05 08:07:50.436606+00:00,6626699264,14477168640,21103867904,4195100,109
2022-05-05 08:08:05.437335+00:00,6626691072,14477176832,21103867904,4195100,109
2022-05-05 08:08:20.435726+00:00,6626682880,14477185024,21103867904,4195100,109
2022-05-05 08:08:35.436454+00:00,6626682880,14477185024,21103867904,4195100,109
