0,1,2,3
0.0,0.0,0.0,0.0
0.05595523581132511,0.04998555948964167,0.0307068366164458,0.016068387444192922
0.06314948041563184,0.057109544642571564,0.03939745075308565,0.024022420724577387
0.07114308553150295,0.06441537326054458,0.04692931633826447,0.03253908955912266
0.0807354116705028,0.07341127643417167,0.05619930475086221,0.04051732221796556
0.1254996003196993,0.1171499780718932,0.07879490150639867,0.05349877641901912
0.13189448441244167,0.1237177361558679,0.08690614136730801,0.06133030034470721
0.1422861710630059,0.13391166686278666,0.09501738122821735,0.07010560003891442
0.1790567545963313,0.17008781969684605,0.11703360370802329,0.08208278002484803
0.1846522781775093,0.17578914715431893,0.12340672074151371,0.09036804230072448
0.19184652278181602,0.18284895226088338,0.13209733487838093,0.09822527806636572
0.19824140687455838,0.18904232674071864,0.13904982618760187,0.10655742663811907
0.20463629096707336,0.19561008482469333,0.14716106604873858,0.11434811411254486
0.21103117505981572,0.2018034593045286,0.1541135573579595,0.1227256365195899
0.21742605915255808,0.20837121738850328,0.16222479721909622,0.13058287228477639
0.22462030375686481,0.2151208189375211,0.16917728852831715,0.13898308160969464
0.23181454836117155,0.22218062404408556,0.17786790266518437,0.14687207905944888
0.23900879296547828,0.2322889813558504,0.1859791425260937,0.1554976450979666
0.246203037569785,0.23934878646241486,0.19524913093846408,0.1635273014367158
0.251798561150963,0.24505011391966036,0.2027809965236429,0.1721619422423828
0.25899280575526973,0.2521099190262248,0.21205098493624064,0.18019613596425188
0.26618705035957646,0.25885952057524264,0.21900347624568894,0.18862810697373789
0.2725819344523188,0.26542727865921734,0.22711471610659828,0.1964566059768913
0.2789768185450612,0.27168483318541803,0.2334878331400887,0.204794804393714
0.2861710631493679,0.2787446382919825,0.24217844727695592,0.21266262738708974
0.29256594724211027,0.28500219281841055,0.24855156431044634,0.22097813888649398
0.299760191846417,0.292061997924975,0.25724217844731356,0.22886108649163361
0.3045563549160306,0.2972070983132653,0.263615295480804,0.23713727400081552
0.310951239008773,0.30377485639724,0.2717265353417133,0.24493249885836121
0.3181454836130797,0.31052445794603045,0.2786790266511616,0.25331909603255554
0.32454036770582206,0.3170922160302325,0.28679026651207096,0.2611128084286065
