0,1
-0.28107002,15.442235
-0.23447067,15.477599
-0.85872185,15.202198
-0.44576633,15.10892
-0.8463995,15.201535
-0.8626975,15.14654
-0.62717396,15.031929
-0.8121814,14.799276
-0.7196052,14.940633
-0.636232,15.031221
-0.5487079,15.430156
-0.70963186,15.335942
-0.57141596,15.266913
-0.66021365,15.2077265
-0.71649045,15.308489
-0.62518936,15.400722
-0.7532232,15.087727
-0.61643034,14.990793
-0.7013486,15.026492
-0.6947246,15.021615
-10.780311,15.233693
-10.770263,14.934837
-10.52483,14.983366
-10.600203,15.05976
-10.691643,14.844029
-10.791306,15.215391
-10.601187,15.128089
-10.613851,15.132281
-10.456243,15.013912
-10.45931,15.099619
-10.401702,14.8952875
-10.390689,14.967518
-10.401992,14.854027
-10.59762,14.892345
-10.446204,15.165705
-10.5171,15.129968
-10.663182,14.996338
-10.470392,14.876761
-10.712111,-1.7767174
-10.633093,-1.6810198
-10.523511,-1.5109353
-10.698732,-1.4209191
-10.927899,-1.3698492
-10.749191,-1.3673891
-10.828697,-1.6494315
-10.607972,-1.5988102
-10.941336,-1.4276875
-10.652444,-1.6685342
-10.87134,-1.5560297
-10.667538,-1.3575883
-10.688132,-1.7164272
-10.620462,-1.5999626
-10.75336,-1.8099663
-10.77978,-1.5863636
-10.769288,-1.4775057
-10.842009,-1.3268342
-14.224521,-12.310366
-14.304205,-12.3571415
-14.154152,-12.76471
-14.096384,-12.804662
-14.059497,-12.44887
-14.150572,-12.360156
-14.378451,-12.732616
-14.394447,-12.335329
-14.090053,-12.639832
-14.219136,-12.618811
-13.929212,-12.597551
-14.164941,-12.5464945
-14.168041,-12.72743
-14.282526,-12.629365
-14.009477,-12.450382
-14.09959,-12.41878
-14.23234,-12.291832
-14.166655,-12.348612
5.3649693,-6.4322724
5.4268346,-6.6764455
5.3050895,-6.483531
5.2877536,-6.5903134
5.0239797,-6.7065864
5.0405436,-6.66017
5.2838545,-6.756188
5.1242642,-6.6934686
5.7480936,-6.3159337
5.677088,-6.4716496
5.02161,-6.6064405
5.137398,-6.817773
5.029565,-6.782356
4.8579845,-6.8786097
5.6919694,-6.377215
5.4923754,-6.685128
5.0392413,-6.582187
5.2053123,-6.490018
21.687191,9.917746
21.66718,9.554687
21.898209,9.823247
22.009247,9.916754
21.875814,9.7708435
21.78453,9.854064
21.820671,9.707206
21.783611,9.707591
21.932384,9.864663
21.846968,9.7496605
21.639364,9.491875
21.618221,9.388986
21.496418,9.4439335
21.471773,9.294272
21.62664,9.645857
21.58985,9.650519
21.415308,9.248089
21.346504,9.096779
14.684365,38.446625
14.596931,38.475067
14.901486,38.4168
14.695644,38.153877
14.801112,38.29965
14.747327,38.365494
14.960122,38.157345
15.008332,38.004814
14.71328,38.38646
14.80126,38.281933
14.919177,38.159637
14.937804,38.05859
14.724249,38.37594
14.782771,38.31166
15.049199,38.044548
15.175047,37.84076
15.247173,37.73252
15.2886505,37.718678
8.162833,8.492109
7.980821,8.39965
7.923024,8.510347
8.005902,8.27385
8.094052,8.326011
7.9173775,8.244714
8.079642,8.169779
8.043276,8.252432
7.5990686,9.033318
7.566955,9.078715
7.667501,8.960368
7.5494275,9.083806
8.00776,8.184405
8.157756,8.352245
7.736034,8.868432
7.601259,9.02658
7.9437094,8.196373
7.959758,8.31837
7.78704,8.748827
7.7725964,8.763876
-7.08229,4.4151297
-7.416723,4.4551983
-7.458939,4.6837683
-7.1959805,4.848874
-7.1628337,4.516223
-7.3646274,4.625192
-7.359271,4.442206
-7.320711,4.6071606
-7.348108,4.6687336
-7.162476,4.6153746
-7.245913,4.434054
-7.2063165,4.4234815
-7.202422,4.844553
-7.1991944,4.6871395
-7.275492,4.706046
-7.240605,4.5709953
-7.2101912,4.677436
-7.119072,4.4446526
0.6363613,3.1187253
0.43093827,3.0928402
0.43462226,2.8787525
0.41943324,2.7336369
0.3738954,2.7093592
0.84444904,2.8378117
0.5952902,2.639712
0.7002077,2.6273448
0.7388112,2.832485
0.6405158,2.75795
0.6309323,2.8466523
0.5793423,2.9285426
0.59594935,2.665602
0.7903553,2.5583174
0.39266372,2.988008
0.47526148,2.935249
0.5549937,2.7611518
0.5030884,2.8521461
9.254434,-19.64365
9.251199,-19.720182
9.41963,-19.952765
9.63583,-19.689653
9.12598,-19.529127
9.429854,-19.488308
9.230483,-19.908743
9.340749,-19.64971
9.329093,-19.748
9.3523,-19.790543
9.569873,-19.969135
9.503612,-19.936598
9.579305,-19.672123
9.655389,-19.888334
9.451328,-19.888107
9.3512125,-19.860214
9.539737,-19.816008
9.47172,-19.704144
6.457798,-5.751001
6.302547,-5.67202
6.435275,-5.703118
6.523192,-5.65194
6.4685283,-5.7033143
6.523634,-5.868662
5.828064,-6.267664
5.8606477,-6.251883
6.440427,-5.7204723
6.3950787,-5.7725897
6.406017,-5.821536
6.236349,-5.9209437
6.1174984,-6.0539155
6.191839,-6.1051793
6.1390085,-6.129037
5.7973704,-6.102335
6.2457395,-5.902638
6.1401644,-5.95398
20.9523,8.821632
20.940365,8.785458
21.279436,9.095926
21.358826,8.896979
20.594467,8.772854
20.599215,8.833392
21.116926,8.932881
21.061052,8.907399
20.673708,8.595673
20.763988,8.754371
21.037006,8.65486
20.801485,8.827248
20.541618,8.84009
20.591923,8.69315
20.67425,8.559741
20.712732,8.652786
20.828327,8.670056
20.701591,8.698011
15.665959,37.68582
15.723817,37.37898
15.471883,37.705345
15.39549,37.62688
15.522519,37.610374
15.756732,37.780464
15.576613,37.53934
15.62021,37.551258
15.460478,37.757477
15.562291,37.814457
15.738058,37.589577
15.625753,37.448048
