in_packets,in_bytes,out_packets,out_bytes
1.0,0.9999998181496181,0.9999918583925503,0.9999997205651107
0.9999998181496181,1.0,0.9999933213873298,0.9999997704577444
0.9999918583925503,0.9999933213873298,1.0,0.9999921509771121
0.9999997205651107,0.9999997704577444,0.9999921509771121,1.0
