0,1,2,3
-1.0297003930551578,-1.0298455680731495,-1.0350877192982457,-1.0279586959097804
-1.0282427050524507,-1.0284120227606137,-1.0337008529228209,-1.026656775035722
-1.0266808964781218,-1.0268358273616955,-1.032036613272311,-1.0249250603937048
-1.0252232084754145,-1.0254022820491597,-1.0306497468968865,-1.0235964929330117
-1.0235572793294636,-1.0237345088170082,-1.0289855072463767,-1.0218748099471395
-1.0220995913267563,-1.0223009635044724,-1.027598640870952,-1.0205606629921546
-1.0174141656037692,-1.0176340162339321,-1.0227446085569656,-1.0157843407101534
-1.016060598172684,-1.0162814820815642,-1.0214964288190833,-1.0144789714542954
-1.014394669026733,-1.014624275522478,-1.0196935025310312,-1.0127460028552602
-1.0130411015956478,-1.01327174137011,-1.018445322793149,-1.0114610104009465
-1.0112710518780748,-1.0115229569777906,-1.0166423965050968,-1.0097271013341476
-1.0098133638753677,-1.0100894116652548,-1.015255530129672,-1.0084004148089816
-0.995652966134784,-0.9953823638704314,-1.0005547465501698,-0.9943708302010532
-0.994195278132077,-0.9939488185578956,-0.9991678801747451,-0.9930645204774315
-0.9925293489861259,-0.9922810453257441,-0.9975036405242355,-0.9913400160882685
-0.9910716609834188,-0.9908475000132083,-0.9961167741488107,-0.9900268096010473
-0.9895098524090897,-0.98927130461429,-0.9944525344983011,-0.9883035591689023
-0.9880521644063825,-0.9878377593017542,-0.9930656681228763,-0.9869912931494447
-0.9864903558320535,-0.9862615639028359,-0.9914014284723667,-0.9852664752710272
-0.9850326678293464,-0.9848280185903001,-0.9900145620969419,-0.9839526418052968
-0.9833667386833954,-0.9831602453581486,-0.9883503224464323,-0.982224689034334
-0.9819090506806882,-0.9817267000456128,-0.9869634560710075,-0.9808998834446951
-0.9803472421063592,-0.9801505046466945,-0.9852992164204979,-0.9791782004588229
-0.9788895541036521,-0.9787169593341587,-0.9839123500450732,-0.9778649939716016
-0.977327745529323,-0.9771407639352404,-0.9822481103945635,-0.9761470728567837
-0.9758700575266158,-0.9757072186227046,-0.9808612440191388,-0.9748266561167083
-0.9742041283806648,-0.9740500120636184,-0.9790583177310866,-0.973094314496182
-0.9728505609495797,-0.9726974779112505,-0.9778101379932044,-0.9717999173642325
-0.9711846318036286,-0.9710402713521643,-0.9760072117051523,-0.9700635003833974
-0.9698310643725434,-0.9696877371997964,-0.97475903196727,-0.9687659683589026
-0.9681651352265924,-0.9680305306407102,-0.9729561056792178,-0.9670301783565765
-0.9668115677955071,-0.9666779964883423,-0.9717079259413356,-0.9657288844610273
-0.9651456386495562,-0.9650207899292561,-0.9699049996532834,-0.9640150387065183
-0.9636879506468491,-0.9635872446167204,-0.9685181332778586,-0.9626896061383704
-0.96212614207252,-0.962011049217802,-0.966853893627349,-0.9609682366417527
-0.9606684540698128,-0.9605775039052663,-0.9654670272519242,-0.9596547166652769
-0.9590025249238618,-0.9589097306731147,-0.9638027876014146,-0.9579248829587869
-0.9575448369211547,-0.9574761853605789,-0.9624159212259898,-0.9566063471542386
-0.9557747872035818,-0.9557274009682595,-0.9606129949379377,-0.9548843506791118
-0.9544212197724965,-0.9543748668158916,-0.9593648152000555,-0.9535905805256714
-0.9527552906265455,-0.9527176602568054,-0.9575618889120033,-0.9518554175018543
-0.9514017231954603,-0.9513651261044375,-0.9563137091741211,-0.9505707385367952
-0.9498399146211313,-0.9497889307055192,-0.9546494695236114,-0.9488550118467589
-0.9483822266184241,-0.9483553853929834,-0.9532626031481867,-0.9475443132735739
-0.9468204180440951,-0.9467791899940651,-0.951598363497677,-0.9458194953951563
-0.9454668506130098,-0.9454266558416972,-0.9503501837597947,-0.9445241577954433
-0.9227685659994274,-0.9227611421164694,-0.9276055752028292,-0.921550411266553
