severity__,hdbscan_on_1D_data,hdbscan_on_2D_data,dbscan_on_1D_data,dbscan_on_2D_data,kmeans_on_1D_data,kmeans_on_2D_data
INFO,-1,2,0,0,4,2
INFO,-1,2,0,0,4,2
INFO,-1,2,0,0,4,2
INFO,-1,2,0,0,4,2
INFO,-1,2,0,0,4,2
INFO,-1,2,0,0,4,2
INFO,-1,2,0,0,4,2
INFO,5,2,0,0,6,2
INFO,5,2,0,0,6,2
INFO,5,2,0,0,6,2
INFO,5,2,0,0,6,2
INFO,5,2,0,0,6,2
INFO,5,2,0,0,6,2
INFO,5,2,0,0,6,2
INFO,5,2,0,0,6,2
INFO,4,1,0,1,6,2
INFO,4,1,0,1,6,2
INFO,4,1,0,1,6,2
INFO,4,1,0,1,6,2
INFO,4,1,0,1,6,2
INFO,4,1,0,1,6,2
INFO,4,1,0,1,6,2
INFO,4,1,0,1,6,2
INFO,-1,1,0,1,6,2
INFO,-1,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,6,5,0,2,0,0
INFO,-1,5,0,2,0,0
INFO,7,6,0,3,0,6
INFO,7,6,0,3,0,6
INFO,7,6,0,3,0,6
INFO,7,6,0,3,0,6
INFO,7,6,0,3,0,6
INFO,7,6,0,3,0,6
INFO,7,6,0,3,0,6
INFO,7,6,0,3,0,6
INFO,-1,6,0,3,0,6
INFO,-1,7,0,4,3,4
INFO,-1,7,0,4,3,4
INFO,-1,7,0,4,3,4
INFO,-1,7,0,4,3,4
INFO,-1,7,0,4,3,4
INFO,9,7,0,4,3,4
INFO,9,7,0,4,3,4
INFO,9,7,0,4,3,4
INFO,9,7,0,4,3,4
INFO,9,7,0,4,3,4
INFO,9,7,0,4,3,4
INFO,8,3,0,5,3,1
INFO,8,3,0,5,3,1
INFO,8,3,0,5,3,1
INFO,8,3,0,5,3,1
INFO,8,3,0,5,3,1
INFO,8,3,0,5,3,1
INFO,-1,3,0,5,7,1
INFO,-1,3,0,5,7,1
INFO,-1,3,0,5,3,1
INFO,-1,4,0,-1,7,1
INFO,-1,4,0,-1,7,1
INFO,-1,4,0,-1,7,1
INFO,1,4,0,-1,7,1
INFO,1,4,0,6,7,1
INFO,1,4,0,6,7,1
INFO,1,4,0,6,7,1
INFO,1,4,0,6,7,1
INFO,1,4,0,6,7,1
INFO,1,4,0,6,7,1
INFO,1,4,0,6,7,1
INFO,1,4,0,6,1,1
INFO,1,4,0,6,1,1
INFO,1,4,0,6,1,1
INFO,1,4,0,6,1,1
INFO,1,4,0,7,1,1
INFO,1,4,0,7,1,1
INFO,1,4,0,7,1,1
INFO,1,4,0,7,1,1
INFO,1,4,0,7,1,1
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,9,0,8,5,5
INFO,0,10,0,9,5,5
INFO,0,10,0,9,5,5
INFO,0,10,0,9,5,5
INFO,0,10,0,9,5,5
INFO,0,10,0,9,5,5
INFO,0,10,0,9,5,5
INFO,0,10,0,9,5,5
INFO,-1,8,0,10,2,7
INFO,-1,8,0,10,2,7
INFO,-1,8,0,10,2,7
INFO,2,8,0,10,2,7
INFO,2,8,0,10,2,7
INFO,2,8,0,10,2,7
INFO,2,8,0,10,2,7
INFO,2,8,0,10,2,7
INFO,2,8,0,10,2,7
INFO,3,0,0,11,2,3
INFO,3,0,0,11,2,3
INFO,3,0,0,11,2,3
INFO,3,0,0,11,2,3
INFO,3,0,0,11,2,3
INFO,3,0,0,11,2,3
INFO,-1,0,0,11,2,3
