0,1,2
10.707705,-3.1629963,-4.4975047
10.632741,-3.1622972,-4.5001507
10.6811285,-3.226285,-4.50531
10.757211,-3.221854,-4.4219904
10.985124,-3.0535667,-4.1188507
10.890359,-2.9126394,-4.1503134
10.927059,-3.031763,-4.059343
10.800071,-2.799134,-3.780612
10.882166,-3.0420237,-3.7663884
10.689524,-2.94091,-3.4598706
10.682574,-3.0974543,-3.4738586
10.745623,-3.0233927,-3.551971
10.676421,-2.9347477,-3.5178092
10.514784,-3.1797001,-3.3693178
10.391741,-3.2482004,-3.124189
9.356643,-3.585278,-1.4090432
9.422207,-3.5493088,-1.1184522
9.272855,-3.7505896,-1.0306329
9.466532,-3.574568,-1.2776296
9.520611,-3.6195407,-1.139341
9.624688,-3.4532022,-0.9754254
9.457693,-3.569113,-1.0212524
9.32227,-3.7195137,-1.1847106
9.550947,-3.5206904,-1.036494
1.9733719,0.8959892,-6.7337036
1.8389822,0.86966443,-6.7190022
1.979868,0.7754417,-6.627544
1.9294176,0.7877717,-6.640534
1.8022236,0.6287481,-6.4975905
1.7963353,0.52283216,-6.426365
1.8002697,0.5581664,-6.428425
1.7803917,0.12712412,-6.2443576
1.6426175,0.25448045,-6.220042
1.6521991,0.14375181,-6.167238
1.5422858,0.042344987,-6.0560484
0.4789386,-2.1469667,-5.0054913
0.6457463,-2.0348365,-5.047291
0.5386637,-2.1220229,-4.935398
0.6113243,-1.8202146,-5.0960536
0.6517972,-2.2162666,-5.20628
0.59525347,-2.0507112,-5.1114125
0.7161268,-2.0978477,-5.2663193
0.66389203,-1.9752712,-5.140603
0.7672096,-1.8756301,-5.29386
11.300957,-1.2682822,16.690622
11.2202,-1.1588576,16.77041
11.2960205,-1.1515117,16.611189
11.374303,-1.3195125,16.80712
11.304314,-1.392557,16.732847
11.14662,-1.4222211,16.969685
11.246682,-1.3104916,17.008675
11.00907,-1.5243301,17.231092
11.279237,-1.2316743,17.185019
11.188237,-1.3135613,17.315928
11.16235,-1.3697253,17.345856
6.1367674,1.0104711,2.4163003
5.993439,0.8595023,2.442714
6.177326,0.90375525,2.5209692
6.2552133,0.8524618,2.3438632
5.9885693,1.0294154,2.4501936
6.00093,0.9312962,2.509096
5.9489274,1.6480906,2.5582502
5.8342085,1.6023813,2.6770022
5.9117956,1.5081692,2.6099937
5.6305895,2.458577,2.8366013
5.498725,2.4663453,2.7114131
5.597269,2.489693,2.8154562
5.5358334,2.5572572,2.8009083
5.112885,3.2509115,2.9484637
4.93308,3.4807296,3.0664241
4.9389796,3.4850218,3.0737514
5.0753174,3.3508887,2.9412582
5.002256,3.3814526,3.0899484
4.829159,3.556027,3.0270174
4.7432694,3.5685961,3.160515
4.453396,3.835567,3.2303836
4.252896,4.005894,3.2607586
4.236873,4.0254273,3.2766483
4.1928873,4.0672097,3.3313897
2.5849493,5.0218534,3.047471
2.768783,4.8452883,3.1603
2.752729,4.8604016,2.9874837
2.6685777,4.9424424,3.2054389
2.6984618,4.913416,3.0285676
0.27712396,14.225462,1.6016909
0.23266913,14.261978,1.5007839
0.19142294,14.365168,1.510532
0.2308004,14.681928,1.9651265
0.035787914,14.487645,1.8072098
0.1510841,14.548925,1.8748767
0.29172358,14.380963,1.9359227
-0.1863743,14.376689,1.9502251
-0.06702136,14.607474,2.0367792
-0.14425266,14.378377,1.962553
-0.44313878,14.354211,1.8989413
-0.46230656,14.45353,2.0033085
-0.64408135,14.33426,1.955674
-2.5607314,13.705506,2.0437112
-2.705458,13.861305,2.265334
-2.7088118,13.595312,2.0708091
-2.7347796,13.781256,2.172765
-2.556796,13.666763,2.0111907
-2.4630733,13.704085,1.9726115
-2.5555904,13.876398,2.1560113
0.17283545,16.362606,7.742749
0.23639798,16.426416,7.8084297
0.20358123,16.393608,7.7772937
0.40980902,16.601559,8.003877
0.376092,16.567602,7.957688
0.5449437,16.73674,8.143294
0.3661754,16.557964,7.976603
0.55606645,16.74785,8.056133
0.5617667,16.753567,8.118177
2.3120964,4.678992,-2.0189538
2.2307274,4.597786,-1.9383272
2.281914,4.6488643,-1.9893545
2.2584548,4.6256094,-1.9659697
2.3467567,4.7137384,-2.0539804
2.3740962,4.7410545,-2.0814893
2.3118255,4.678499,-2.0188565
