,0,1,2,3
0,0.0,0.0,0.0,0.0
1,0.0007015433954649097,0.000690180277800323,0.0006658676255160145,0.0006281606554523478
2,0.0014531970334701327,0.0014490394284578656,0.0014649087761355872,0.001463691467087358
3,0.0021547404289492533,0.0021392197062581886,0.0021307764016516018,0.0021047087697141365
4,0.0029565043094805787,0.002942168997513761,0.0029298175522711745,0.0029353994318270793
5,0.0036580477049454885,0.003632349275314084,0.003595685177787189,0.00356945901951633
6,0.0059130086189611575,0.005879250671107172,0.005926221867092352,0.005873975211777349
7,0.006564441771899965,0.00653042813222271,0.006525502730056587,0.006503799668628574
8,0.00736620565243129,0.0073282900995579325,0.007391130643227939,0.0073399354989547305
9,0.008017638805370098,0.007979467560680575,0.007990411506192174,0.007959928402087257
10,0.008869512928441736,0.008821419668613828,0.008856039419363526,0.008796517996429998
11,0.009571056323906646,0.009511599946414151,0.00952190704487954,0.009436627771023609
12,0.016386049308479755,0.016592306948780333,0.016580103875348584,0.016205728135460618
13,0.017087592703944665,0.017282487226580656,0.0172459715008646,0.016836006356328426
14,0.0178893565844902,0.018085436517829123,0.01804501265148417,0.01766805831049112
15,0.01859089997995511,0.018775616795629446,0.018710880277000186,0.01830166413415668
16,0.019342553617960334,0.01953447594628699,0.01950992142761976,0.019133111069635333
17,0.020044097013425244,0.020224656224087312,0.020175789053135773,0.01976626312928431
18,0.020795750651430467,0.020983515374744854,0.020974830203755346,0.020598466338121568
19,0.021497294046909587,0.021673695652545177,0.02164069782927136,0.021232374671136256
20,0.022299057927440913,0.022476644943793644,0.022439738979890933,0.022066090426697826
21,0.023000601322905823,0.023166825221593967,0.023105606605406948,0.022705292673251165
22,0.023752254960911046,0.02392568437225151,0.02390464775602652,0.023535983335364108
23,0.024453798356390166,0.024615864650051833,0.024570515381542535,0.024169589159036775
24,0.02520545199438118,0.025374723800709376,0.02536955653216033,0.024998464765076278
25,0.0259069953898603,0.0260649040785097,0.026035424157676346,0.025635549446214156
26,0.026708759270391624,0.02686276604584492,0.026901052070847697,0.026471382767191187
27,0.02736019242333043,0.027513943506967564,0.027500332933811933,0.02709591331050376
28,0.028161956303861757,0.028311805474302787,0.028365960846983285,0.027933712942228794
29,0.028813389456800564,0.028962982935418324,0.02896524170994752,0.028559756032265682
30,0.0296151533373461,0.029760844902760653,0.029830869623118872,0.02939725315464159
31,0.030266586490284908,0.03041202236387619,0.030430150486083107,0.030025111300751917
32,0.031068350370816233,0.031209884331211413,0.03129577839925446,0.030852020596050522
33,0.03176989376628114,0.031900064609011736,0.031961646024770474,0.03149152535194588
34,0.032521547404286366,0.03265892375966928,0.032760687175390046,0.03232206475938426
35,0.03322309079976549,0.0333491040374696,0.03342655480090606,0.032955821837724386
36,0.03402485468029681,0.034152053328725174,0.03422559595152386,0.03379044512132623
37,0.03472639807576172,0.0348422336065255,0.03489146357703987,0.03442662227443094
38,0.03557827219883336,0.03568418571445875,0.035757091490211224,0.03525746419121134
39,0.03622970535177217,0.03633536317557429,0.03635637235317546,0.03588169222517479
40,0.037031469232317704,0.03713322514290951,0.03722200026634681,0.03671888683821578
41,0.0376829023852423,0.03778440260403215,0.037821281129311046,0.037338728486673745
42,0.038434556023247524,0.038543261754689695,0.03862032227993062,0.03816654530999841
43,0.039136099418726644,0.03923344203249002,0.039286189905446633,0.038798941096288786
44,0.039887753056717656,0.039992301183140455,0.040085231056066206,0.03963114430512604
45,0.040539186209656464,0.0406434786442631,0.04068451191903044,0.0402561286124552
46,0.05146321908198104,0.05155578844193798,0.05160474097749379,0.05134067604183201
47,0.05216476247744595,0.052245968719745406,0.052270608603009805,0.051974130610830116
48,0.05291641611545117,0.05300482787039584,0.05306964975362938,0.05280709009303308
49,0.05361795951093029,0.053695008148196166,0.05373551737914539,0.05344266222744665
50,0.054419723391461616,0.05449287011553139,0.05466773205486675,0.05428938588485721
51,0.055071156544400424,0.05514404757665403,0.05526701291783098,0.054916336502927265
52,0.05587292042493175,0.055941909543989254,0.056132640831002334,0.05575050602250542
53,0.05657446382041087,0.05663208982178958,0.05679850845651835,0.05638622941159355
54,0.057376227700942195,0.05743503911304515,0.05759754960713792,0.05721117239614415
55,0.058077771096407105,0.05812521939084547,0.058263417232653936,0.057848862095973175
56,0.05887953497695264,0.058923081358180696,0.05912904514582529,0.05868681298237277
57,0.05953096812989145,0.05957425881930334,0.05972832600878952,0.05931527614716714
58,0.060332732010422774,0.06037212078663856,0.060593953921960875,0.06015352954290876
59,0.061034275405887684,0.061062301064438884,0.06125982154747689,0.0607907654787212
60,0.06183603928643322,0.06186525035568735,0.062058862698094686,0.06162115363149212
61,0.06253758268189813,0.06255543063349478,0.0627247303236107,0.062252339380393096
62,0.06333934656244367,0.06335329260083,0.06359035823678205,0.06308696266399494
63,0.06399077971536826,0.06400447006194554,0.06418963909974629,0.06371436704608158
64,0.0647925435959138,0.06480233202928076,0.06505526701291764,0.06454823405632482
65,0.06549408699137871,0.06549251230708819,0.06572113463843365,0.06518471371877155
66,0.06624574062938393,0.06625137145773863,0.06652017578905323,0.06601676567293424
67,0.06694728402484884,0.06694155173553895,0.06718604341456924,0.06665521164612898
68,0.06774904790539438,0.06773941370288128,0.06805167132774059,0.067491044967106
69,0.06840048105833318,0.06839059116399682,0.06865095219070483,0.0681229869893798
70,0.06925235518140482,0.06923254327193007,0.0695165801038744,0.06896245042250371
71,0.06990378833432942,0.06988372073305271,0.07011586096683864,0.06959106484197264
72,0.07070555221487496,0.07068158270038793,0.07098148888000999,0.07042583938024194
73,0.07140709561033987,0.07137176297818826,0.071647356505526,0.07105808391185775
74,0.07215874924834509,0.0721306221288458,0.07244639765614558,0.07188544697117294
75,0.07286029264381,0.07282080240664612,0.07311226528166159,0.07251844777614735
76,0.07366205652435553,0.07361866437398135,0.07397789319483294,0.07335549113451378
