0,1,2
13.992956,1.0280569,-1.4843948
13.657682,1.2477878,-1.4296902
13.372619,1.0618868,-1.5737798
13.713705,1.105509,-1.8190911
13.675746,0.78911155,-1.4348949
13.751829,0.94929475,-1.8525169
15.167962,12.505896,-4.253818
15.228658,12.596683,-3.9884746
15.502454,12.646427,-4.412789
15.51046,12.928523,-4.059116
15.215132,12.968874,-4.2657166
15.209726,13.3787,-4.3356423
14.981017,13.169203,-4.4719825
14.742106,12.961879,-4.7299185
14.8316345,13.6157465,-4.910408
14.987712,13.469216,-4.8946915
15.098054,13.382921,-4.946188
-4.9720683,9.6777,6.9741244
-5.1349583,9.799699,6.8924446
-4.8756847,10.048193,7.1104093
-4.928812,9.849187,6.4833674
-5.275675,9.99279,6.5098395
-4.812462,10.163716,6.6267176
-5.036015,10.369751,6.86258
-5.484657,10.681632,6.58409
-5.2472486,10.586534,6.4759526
-5.624,10.666427,6.933511
-5.2560434,10.9553,6.9370227
-5.4003224,10.717607,7.19351
-4.4409313,11.522354,6.926166
-4.5128655,11.32426,6.695261
-4.667503,11.270291,6.8948727
-4.721359,11.529763,6.6182284
15.1417,1.1332409,3.9060788
15.125208,0.8481223,3.8883765
15.327274,0.83228934,4.1979117
15.172516,1.2906849,4.2333755
15.457822,1.0848342,4.436816
15.12759,1.4799918,4.5741353
14.8795805,0.9307411,4.326996
14.799669,1.4022857,4.247615
14.54558,1.0760375,4.499856
14.706733,0.7555528,4.782918
14.90053,0.99306405,4.699371
