utctimestamp,severity
2022-06-16 12:33:08.705842+00:00,INFO
2022-06-16 12:33:23.704434+00:00,INFO
2022-06-16 12:33:38.704542+00:00,INFO
2022-06-16 12:33:53.742054+00:00,INFO
2022-06-16 12:34:08.707546+00:00,INFO
2022-06-16 12:34:23.700648+00:00,INFO
2022-06-16 12:34:38.709647+00:00,INFO
2022-06-16 12:34:53.708200+00:00,INFO
2022-06-16 12:35:08.734808+00:00,INFO
2022-06-16 12:35:23.721401+00:00,INFO
2022-06-16 12:35:38.698857+00:00,INFO
2022-06-16 12:35:53.723637+00:00,INFO
2022-06-16 12:36:08.700844+00:00,INFO
2022-06-16 12:36:23.707140+00:00,INFO
2022-06-16 12:36:38.711635+00:00,INFO
2022-06-16 12:36:53.699092+00:00,INFO
2022-06-16 12:37:08.700329+00:00,INFO
2022-06-16 12:37:23.701183+00:00,INFO
2022-06-16 12:37:38.692397+00:00,INFO
2022-06-16 12:37:53.697809+00:00,INFO
2022-06-16 12:38:08.693891+00:00,INFO
2022-06-16 12:38:23.705953+00:00,INFO
2022-06-16 12:38:38.714962+00:00,INFO
2022-06-16 12:38:53.704738+00:00,INFO
2022-06-16 12:39:08.718422+00:00,INFO
2022-06-16 12:39:23.707487+00:00,INFO
2022-06-16 12:39:38.686754+00:00,INFO
2022-06-16 12:39:53.716703+00:00,INFO
2022-06-16 12:40:08.696662+00:00,INFO
2022-06-16 12:40:23.692000+00:00,INFO
2022-06-16 12:40:38.691291+00:00,INFO
2022-06-16 12:40:53.702102+00:00,INFO
2022-06-16 12:41:08.690745+00:00,INFO
2022-06-16 12:41:23.690650+00:00,INFO
2022-06-16 12:41:38.689796+00:00,INFO
2022-06-16 12:41:53.693041+00:00,INFO
2022-06-16 12:42:08.703548+00:00,INFO
2022-06-16 12:42:23.690053+00:00,INFO
2022-06-16 12:42:38.698256+00:00,INFO
2022-06-16 12:42:53.691728+00:00,INFO
2022-06-16 12:43:08.687124+00:00,INFO
2022-06-16 12:43:23.686542+00:00,INFO
2022-06-16 12:43:38.705352+00:00,INFO
2022-06-16 12:43:53.686980+00:00,INFO
2022-06-16 12:44:08.687315+00:00,INFO
2022-06-16 12:44:23.696290+00:00,INFO
2022-06-16 12:44:38.676436+00:00,INFO
2022-06-16 12:44:53.685049+00:00,INFO
2022-06-16 12:45:08.682967+00:00,INFO
2022-06-16 12:45:23.693975+00:00,INFO
2022-06-16 12:45:38.678213+00:00,INFO
2022-06-16 12:45:53.684785+00:00,INFO
2022-06-16 12:46:08.678127+00:00,INFO
2022-06-16 12:46:23.689543+00:00,INFO
2022-06-16 12:46:38.682424+00:00,INFO
2022-06-16 12:46:53.679671+00:00,INFO
2022-06-16 12:47:08.676530+00:00,INFO
2022-06-16 12:47:23.681177+00:00,INFO
2022-06-16 12:47:38.686814+00:00,INFO
2022-06-16 12:47:53.675696+00:00,INFO
2022-06-16 12:48:08.674272+00:00,INFO
2022-06-16 12:48:23.682336+00:00,INFO
2022-06-16 12:48:38.670001+00:00,INFO
2022-06-16 12:48:53.687752+00:00,INFO
2022-06-16 12:49:08.680302+00:00,INFO
2022-06-16 12:49:23.679599+00:00,INFO
2022-06-16 12:49:38.678442+00:00,INFO
2022-06-16 12:49:53.669805+00:00,INFO
