0,1,2,3,4,5,6
-0.8199999999999977,-0.8165210484511517,-0.14130434782608695,0.0,0.14130434782608695,-0.9150781417673112,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,-0.09782608695652174,0.0,0.09782608695652174,-0.914005033851677,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,-0.06521739130434782,0.0,0.06521739130434782,-0.9133026359432619,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,-0.06521739130434782,0.0,0.06521739130434782,-0.9122197725011219,0.8165210484511517
-0.8199999999999977,-0.8228752978554408,0.4891304347826087,-0.5000000000000694,-0.4891304347826087,-0.9115563966987298,0.8228752978554408
-0.8199999999999977,-0.8228752978554408,0.4891304347826087,-0.5000000000000694,-0.4891304347826087,-0.9103662224650264,0.8228752978554408
-0.8199999999999977,-0.8165210484511517,0.43478260869565216,-0.5000000000000694,-0.43478260869565216,-0.904893372095292,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,0.44565217391304346,-0.5000000000000694,-0.44565217391304346,-0.9038300197061635,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,0.44565217391304346,-0.5000000000000694,-0.44565217391304346,-0.9031568883772657,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,0.45652173913043476,-0.5000000000000694,-0.45652173913043476,-0.9019179365110335,0.8165210484511517
-0.8199999999999977,-0.8228752978554408,0.5543478260869565,-0.5000000000000694,-0.5543478260869565,-0.9012448051821357,0.8228752978554408
-0.8199999999999977,-0.8228752978554408,0.5652173913043478,-0.5000000000000694,-0.5652173913043478,-0.9001716972665015,0.8228752978554408
-0.8199999999999977,-0.8228752978554408,0.6630434782608695,-0.7500000000000346,-0.6630434782608695,-0.892289231849843,0.8228752978554408
-0.8199999999999977,-0.8165210484511517,0.6086956521739131,-0.7500000000000346,-0.6086956521739131,-0.8912649015667375,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,0.6304347826086957,-0.7500000000000346,-0.6304347826086957,-0.8905917702378398,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,0.6304347826086957,-0.7500000000000346,-0.6304347826086957,-0.8895284178487113,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,0.6413043478260869,-0.7500000000000346,-0.6413043478260869,-0.8886699315162039,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,0.6521739130434783,-0.7500000000000346,-0.6521739130434783,-0.8875968236005697,0.8165210484511517
-0.8199999999999977,-0.8228752978554408,0.7391304347826086,-0.7500000000000346,-0.7391304347826086,-0.8869236922716719,0.8228752978554408
-0.8199999999999977,-0.8228752978554408,0.75,-0.7500000000000346,-0.75,-0.8858603398825434,0.8228752978554408
-0.8199999999999977,-0.8165210484511517,0.6847826086956522,-0.7500000000000346,-0.6847826086956522,-0.8852750082921975,0.8165210484511517
-0.8199999999999977,-0.8165210484511517,0.6956521739130435,-0.7500000000000346,-0.6956521739130435,-0.8841628782705403,0.8165210484511517
