0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.0,1.0065538789818627,1.0065538789818627,-1.006374926980418,-1.006374926980418,0.0,0.0,0.0,0.0,-1.0008614137319483,-1.0008614137319483,-0.7000000000000001,-0.7000000000000001
7.428571428571428,7.428571428571428,1.0024894579078394,1.0024894579078394,-1.0036319305107562,-1.0036319305107562,-1.0,-1.0,0.0,0.0,-0.9995439574360273,-0.9995439574360273,0.29999999999999993,0.29999999999999993
4.0,4.0,1.0023878473809889,1.0023878473809889,-1.0029207832778808,-1.0029207832778808,-1.0,-1.0,0.0,0.0,-0.9981251583481124,-0.9981251583481124,0.0,0.0
0.0,0.0,1.005944215820759,1.005944215820759,-1.005765372209382,-1.005765372209382,-1.0,-1.0,0.0,0.0,-1.0002533569799847,-1.0002533569799847,-0.35000000000000003,-0.35000000000000003
0.0,0.0,1.004521668444851,1.004521668444851,-1.0043430777436315,-1.0043430777436315,0.0,0.0,0.0,0.0,-1.0015708132759056,-1.0015708132759056,0.6499999999999999,0.6499999999999999
4.0,4.0,0.958085657674135,0.958085657674135,-0.9586264699159323,-0.9586264699159323,0.0,0.0,0.0,0.0,-0.9579934127185205,-0.9579934127185205,1.65,1.65
0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,2.857142857142857,0.0,0.0,-0.0003040283759817248,-0.0003040283759817248,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0007,0.0010134279199391953,0.0010134279199391953,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003040283759817248,0.0003040283759817248,0.6499999999999999,0.6499999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0017228274638966656,0.0017228274638966656,-0.35000000000000003,-0.35000000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010134279199391953,0.0010134279199391953,0.29999999999999993,0.29999999999999993
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0030402837598175855,0.0030402837598175855,-0.35000000000000003,-0.35000000000000003
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.03820623258170758,-0.03820623258170758,20.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.002330884215860115,0.002330884215860115,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002330884215860115,0.002330884215860115,-0.35000000000000003,-0.35000000000000003
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0007,0.0007,0.0017228274638966656,0.0017228274638966656,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0017228274638966656,0.0017228274638966656,-0.35000000000000003,-0.35000000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030402837598175855,0.0030402837598175855,-0.7000000000000001,-0.7000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.002330884215860115,0.002330884215860115,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.002330884215860115,0.002330884215860115,-0.7000000000000001,-0.7000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.002330884215860115,0.002330884215860115,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.003749683303775056,0.003749683303775056,-0.7000000000000001,-0.7000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002330884215860115,0.002330884215860115,-0.35000000000000003,-0.35000000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030402837598175855,0.0030402837598175855,-0.7000000000000001,-0.7000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017228274638966656,0.0017228274638966656,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002330884215860115,0.002330884215860115,-0.35000000000000003,-0.35000000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017228274638966656,0.0017228274638966656,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,2.857142857142857,0.0,0.0,-0.0003040283759817248,-0.0003040283759817248,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.024018241702558847,-0.024018241702558847,13.0,13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0007,0.0017228274638966656,0.0017228274638966656,-0.35000000000000003,-0.35000000000000003
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.003749683303775056,0.003749683303775056,-0.7000000000000001,-0.7000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0030402837598175855,0.0030402837598175855,-0.35000000000000003,-0.35000000000000003
0.0,0.0,0.18361022201900118,0.18361022201900118,-0.18357757854367204,-0.18357757854367204,-1.0,-1.0,0.0,0.0,-0.18150494046110974,-0.18150494046110974,0.3499999999999998,0.3499999999999998
7.428571428571428,7.428571428571428,1.0024894579078394,1.0024894579078394,-1.0036319305107562,-1.0036319305107562,-1.0,-1.0,0.0,0.0,-0.99883455789207,-0.99883455789207,0.0,0.0
4.0,4.0,1.004521668444851,1.004521668444851,-1.0050542249765066,-1.0050542249765066,-1.0,-1.0,0.0,0.0,-1.0008614137319483,-1.0008614137319483,0.29999999999999993,0.29999999999999993
0.0,0.0,1.0038103947568968,1.0038103947568968,-1.0036319305107562,-1.0036319305107562,0.0,0.0,0.0,0.0,-1.000152014187991,-1.000152014187991,0.3499999999999998,0.3499999999999998
0.0,0.0,1.0039120052837474,1.0039120052837474,-1.0037335229725954,-1.0037335229725954,-1.0,-1.0,0.0007,0.0007,-1.0009627565239423,-1.0009627565239423,0.6499999999999999,0.6499999999999999
4.0,4.0,1.0024894579078394,1.0024894579078394,-1.00302237573972,-1.00302237573972,-1.0,-1.0,0.0,0.0,-0.9995439574360273,-0.9995439574360273,0.6499999999999999,0.6499999999999999
