utctimestamp,total,used_pct,used_bytes,actual_free,actual_used_pct,actual_used_bytes,page_stats_pgsteal_direct_pages,page_stats_pgsteal_kswapd_pages,page_stats_direct_efficiency_pct,page_stats_kswapd_efficiency_pct,page_stats_pgfree_pages,page_stats_pgscan_kswapd_pages,page_stats_pgscan_direct_pages,swap_in_pages,swap_readahead_pages,swap_readahead_cached,swap_used_pct,swap_used_bytes,swap_total,swap_free,swap_out_pages,free,hugepages_swap_out_pages,hugepages_swap_out_fallback,hugepages_total,hugepages_used_pct,hugepages_used_bytes,hugepages_default_size,hugepages_free,hugepages_surplus,hugepages_reserved
2022-05-05 06:08:48.199784+00:00,1028845568,0.9157,942084096,611045376,0.4061,417800192,125,552583,1,0.8723,18538692,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:09:02.742357+00:00,1028845568,0.9157,942084096,611069952,0.4061,417775616,125,552583,1,0.8723,18543571,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:09:18.197750+00:00,1028845568,0.9157,942084096,611074048,0.4061,417771520,125,552583,1,0.8723,18543641,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:09:32.758057+00:00,1028845568,0.9157,942116864,611045376,0.4061,417800192,125,552583,1,0.8723,18543745,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:09:48.198512+00:00,1028845568,0.9157,942116864,611049472,0.4061,417796096,125,552583,1,0.8723,18543810,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:14:02.695014+00:00,1028845568,0.9157,942116864,611135488,0.406,417710080,125,552583,1,0.8723,18545346,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:14:18.192415+00:00,1028845568,0.9157,942084096,611180544,0.406,417665024,125,552583,1,0.8723,18545421,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:14:32.710125+00:00,1028845568,0.9157,942084096,611192832,0.4059,417652736,125,552583,1,0.8723,18545535,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:14:48.192406+00:00,1028845568,0.9157,942084096,611196928,0.4059,417648640,125,552583,1,0.8723,18545614,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:15:02.746164+00:00,1028845568,0.9157,942116864,611180544,0.406,417665024,125,552583,1,0.8723,18545715,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:15:18.193615+00:00,1028845568,0.9157,942116864,611180544,0.406,417665024,125,552583,1,0.8723,18545784,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:15:32.707697+00:00,1028845568,0.9157,942116864,611184640,0.406,417660928,125,552583,1,0.8723,18545894,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:15:48.186781+00:00,1028845568,0.9157,942116864,611184640,0.406,417660928,125,552583,1,0.8723,18545963,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:16:02.721582+00:00,1028845568,0.9157,942084096,611221504,0.4059,417624064,125,552583,1,0.8723,18546072,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:16:18.212421+00:00,1028845568,0.9157,942084096,611221504,0.4059,417624064,125,552583,1,0.8723,18546157,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:16:32.718266+00:00,1028845568,0.9157,942116864,611201024,0.4059,417644544,125,552583,1,0.8723,18546263,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:16:48.188544+00:00,1028845568,0.9157,942116864,611201024,0.4059,417644544,125,552583,1,0.8723,18546331,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:17:02.710441+00:00,1028845568,0.9157,942116864,611201024,0.4059,417644544,125,552583,1,0.8723,18546441,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:17:18.188842+00:00,1028845568,0.9157,942116864,611205120,0.4059,417640448,125,552583,1,0.8723,18546509,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:17:32.705308+00:00,1028845568,0.9157,942116864,611209216,0.4059,417636352,125,552583,1,0.8723,18546620,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:17:48.190083+00:00,1028845568,0.9157,942084096,611250176,0.4059,417595392,125,552583,1,0.8723,18546688,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:18:02.719354+00:00,1028845568,0.9157,942084096,611250176,0.4059,417595392,125,552583,1,0.8723,18546799,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:18:18.182697+00:00,1028845568,0.9157,942116864,611217408,0.4059,417628160,125,552583,1,0.8723,18546879,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:18:32.702804+00:00,1028845568,0.9157,942116864,611217408,0.4059,417628160,125,552583,1,0.8723,18546993,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:18:48.185120+00:00,1028845568,0.9157,942116864,611217408,0.4059,417628160,125,552583,1,0.8723,18547064,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:19:02.724741+00:00,1028845568,0.9157,942116864,611221504,0.4059,417624064,125,552583,1,0.8723,18547174,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:19:18.206798+00:00,1028845568,0.9157,942116864,611229696,0.4059,417615872,125,552583,1,0.8723,18547245,633473,125,0,0,0,0,0,0,0,0,86728704,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:19:32.702204+00:00,1028845568,0.9157,942084096,611266560,0.4059,417579008,125,552583,1,0.8723,18547356,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:19:48.183967+00:00,1028845568,0.9157,942084096,611262464,0.4059,417583104,125,552583,1,0.8723,18547422,633473,125,0,0,0,0,0,0,0,0,86761472,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:20:02.709956+00:00,1028845568,0.9155,941858816,611508224,0.4056,417337344,125,552583,1,0.8723,18547638,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:20:18.186037+00:00,1028845568,0.9155,941858816,611508224,0.4056,417337344,125,552583,1,0.8723,18547706,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:20:32.722726+00:00,1028845568,0.9155,941858816,611516416,0.4056,417329152,125,552583,1,0.8723,18547820,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:20:48.182532+00:00,1028845568,0.9155,941858816,611516416,0.4056,417329152,125,552583,1,0.8723,18547888,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:21:02.684082+00:00,1028845568,0.9155,941858816,611520512,0.4056,417325056,125,552583,1,0.8723,18547998,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:21:18.184068+00:00,1028845568,0.9154,941826048,611553280,0.4056,417292288,125,552583,1,0.8723,18548066,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:21:32.677660+00:00,1028845568,0.9155,941858816,611520512,0.4056,417325056,125,552583,1,0.8723,18548169,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:21:48.202214+00:00,1028845568,0.9155,941858816,611520512,0.4056,417325056,125,552583,1,0.8723,18548237,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:22:02.737138+00:00,1028845568,0.9155,941858816,611524608,0.4056,417320960,125,552583,1,0.8723,18548347,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:22:18.182790+00:00,1028845568,0.9155,941858816,611532800,0.4056,417312768,125,552583,1,0.8723,18548415,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:22:32.709357+00:00,1028845568,0.9155,941858816,611536896,0.4056,417308672,125,552583,1,0.8723,18548528,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:22:48.186394+00:00,1028845568,0.9154,941826048,611573760,0.4056,417271808,125,552583,1,0.8723,18548598,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:23:02.707670+00:00,1028845568,0.9154,941826048,611573760,0.4056,417271808,125,552583,1,0.8723,18548708,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:23:18.179597+00:00,1028845568,0.9155,941858816,611545088,0.4056,417300480,125,552583,1,0.8723,18548771,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:23:32.678467+00:00,1028845568,0.9155,941858816,611553280,0.4056,417292288,125,552583,1,0.8723,18548882,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:23:48.189032+00:00,1028845568,0.9155,941858816,611557376,0.4056,417288192,125,552583,1,0.8723,18548953,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:24:02.699357+00:00,1028845568,0.9155,941858816,611557376,0.4056,417288192,125,552583,1,0.8723,18549063,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:24:18.177953+00:00,1028845568,0.9155,941858816,611557376,0.4056,417288192,125,552583,1,0.8723,18549134,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:24:32.717114+00:00,1028845568,0.9154,941826048,611594240,0.4056,417251328,125,552583,1,0.8723,18549248,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:24:48.180608+00:00,1028845568,0.9154,941826048,611594240,0.4056,417251328,125,552583,1,0.8723,18549313,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:25:02.697460+00:00,1028845568,0.9154,941826048,611614720,0.4055,417230848,125,552583,1,0.8723,18549423,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:25:18.174591+00:00,1028845568,0.9155,941858816,611581952,0.4056,417263616,125,552583,1,0.8723,18549483,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:25:32.674904+00:00,1028845568,0.9155,941858816,611586048,0.4056,417259520,125,552583,1,0.8723,18549594,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:25:48.178373+00:00,1028845568,0.9155,941858816,611586048,0.4056,417259520,125,552583,1,0.8723,18549662,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:26:02.697467+00:00,1028845568,0.9155,941858816,611586048,0.4056,417259520,125,552583,1,0.8723,18549772,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:26:18.176944+00:00,1028845568,0.9154,941826048,611622912,0.4055,417222656,125,552583,1,0.8723,18549840,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:26:32.694035+00:00,1028845568,0.9154,941826048,611627008,0.4055,417218560,125,552583,1,0.8723,18549954,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:26:48.173976+00:00,1028845568,0.9154,941826048,611635200,0.4055,417210368,125,552583,1,0.8723,18550022,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:27:02.695588+00:00,1028845568,0.9155,941858816,611602432,0.4055,417243136,125,552583,1,0.8723,18550123,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:27:18.183821+00:00,1028845568,0.9155,941858816,611610624,0.4055,417234944,125,552583,1,0.8723,18550192,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:27:32.702503+00:00,1028845568,0.9155,941858816,611610624,0.4055,417234944,125,552583,1,0.8723,18550302,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:27:48.171577+00:00,1028845568,0.9155,941858816,611614720,0.4055,417230848,125,552583,1,0.8723,18550371,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:28:02.690705+00:00,1028845568,0.9155,941858816,611622912,0.4055,417222656,125,552583,1,0.8723,18550481,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:28:18.168777+00:00,1028845568,0.9154,941826048,611655680,0.4055,417189888,125,552583,1,0.8723,18550552,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:28:32.670320+00:00,1028845568,0.9154,941826048,611659776,0.4055,417185792,125,552583,1,0.8723,18550666,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:28:48.179272+00:00,1028845568,0.9155,941858816,611627008,0.4055,417218560,125,552583,1,0.8723,18550728,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:29:02.666201+00:00,1028845568,0.9155,941858816,611627008,0.4055,417218560,125,552583,1,0.8723,18550839,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:29:18.177012+00:00,1028845568,0.9155,941858816,611627008,0.4055,417218560,125,552583,1,0.8723,18550909,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:29:32.685597+00:00,1028845568,0.9155,941858816,611631104,0.4055,417214464,125,552583,1,0.8723,18551021,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:29:48.173805+00:00,1028845568,0.9155,941858816,611631104,0.4055,417214464,125,552583,1,0.8723,18551086,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:30:02.706483+00:00,1028845568,0.9154,941826048,611680256,0.4055,417165312,125,552583,1,0.8723,18551196,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:30:18.167620+00:00,1028845568,0.9154,941826048,611684352,0.4055,417161216,125,552583,1,0.8723,18551264,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:30:32.694681+00:00,1028845568,0.9155,941858816,611655680,0.4055,417189888,125,552583,1,0.8723,18551370,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:30:48.166998+00:00,1028845568,0.9155,941858816,611655680,0.4055,417189888,125,552583,1,0.8723,18551438,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:31:02.675778+00:00,1028845568,0.9155,941858816,611655680,0.4055,417189888,125,552583,1,0.8723,18551547,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:31:18.167454+00:00,1028845568,0.9155,941858816,611659776,0.4055,417185792,125,552583,1,0.8723,18551616,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:31:32.720781+00:00,1028845568,0.9154,941826048,611696640,0.4055,417148928,125,552583,1,0.8723,18551726,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:31:48.165567+00:00,1028845568,0.9154,941826048,611696640,0.4055,417148928,125,552583,1,0.8723,18551795,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:32:02.689112+00:00,1028845568,0.9154,941826048,611700736,0.4054,417144832,125,552583,1,0.8723,18551904,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:32:18.164662+00:00,1028845568,0.9155,941858816,611667968,0.4055,417177600,125,552583,1,0.8723,18551965,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:32:32.685650+00:00,1028845568,0.9155,941858816,611684352,0.4055,417161216,125,552583,1,0.8723,18552078,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:32:48.199162+00:00,1028845568,0.9155,941858816,611692544,0.4055,417153024,125,552583,1,0.8723,18552147,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:33:02.684974+00:00,1028845568,0.9155,941858816,611692544,0.4055,417153024,125,552583,1,0.8723,18552261,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:33:18.162820+00:00,1028845568,0.9155,941858816,611692544,0.4055,417153024,125,552583,1,0.8723,18552333,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:33:32.654873+00:00,1028845568,0.9154,941826048,611729408,0.4054,417116160,125,552583,1,0.8723,18552447,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:33:48.161805+00:00,1028845568,0.9154,941826048,611729408,0.4054,417116160,125,552583,1,0.8723,18552517,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:34:02.687240+00:00,1028845568,0.9154,941826048,611729408,0.4054,417116160,125,552583,1,0.8723,18552628,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:34:18.202292+00:00,1028845568,0.9155,941858816,611700736,0.4054,417144832,125,552583,1,0.8723,18552690,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:34:32.683337+00:00,1028845568,0.9155,941858816,611704832,0.4054,417140736,125,552583,1,0.8723,18552805,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:34:48.172116+00:00,1028845568,0.9155,941858816,611708928,0.4054,417136640,125,552583,1,0.8723,18552870,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:35:02.685182+00:00,1028845568,0.9155,941858816,611725312,0.4054,417120256,125,552583,1,0.8723,18552979,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:35:18.162795+00:00,1028845568,0.9154,941826048,611766272,0.4054,417079296,125,552583,1,0.8723,18553048,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:35:32.680872+00:00,1028845568,0.9154,941826048,611770368,0.4054,417075200,125,552583,1,0.8723,18553158,633473,125,0,0,0,0,0,0,0,0,87019520,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:35:48.158790+00:00,1028845568,0.9155,941858816,611737600,0.4054,417107968,125,552583,1,0.8723,18553219,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:36:02.666271+00:00,1028845568,0.9155,941858816,611737600,0.4054,417107968,125,552583,1,0.8723,18553328,633473,125,0,0,0,0,0,0,0,0,86986752,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:39:02.681238+00:00,1028845568,0.916,942399488,611250176,0.4059,417595392,125,552583,1,0.8723,18559397,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:39:18.159594+00:00,1028845568,0.916,942399488,611254272,0.4059,417591296,125,552583,1,0.8723,18559467,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:39:32.645780+00:00,1028845568,0.916,942399488,611266560,0.4059,417579008,125,552583,1,0.8723,18559578,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:39:48.179406+00:00,1028845568,0.916,942399488,611262464,0.4059,417583104,125,552583,1,0.8723,18559644,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:40:02.672953+00:00,1028845568,0.916,942399488,611287040,0.4059,417558528,125,552583,1,0.8723,18559753,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:40:18.153706+00:00,1028845568,0.916,942399488,611287040,0.4059,417558528,125,552583,1,0.8723,18559822,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:40:32.669338+00:00,1028845568,0.9159,942366720,611323904,0.4058,417521664,125,552583,1,0.8723,18559935,633473,125,0,0,0,0,0,0,0,0,86478848,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:40:48.147269+00:00,1028845568,0.916,942399488,611291136,0.4058,417554432,125,552583,1,0.8723,18559996,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:41:02.711105+00:00,1028845568,0.916,942399488,611291136,0.4058,417554432,125,552583,1,0.8723,18560105,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:41:18.159167+00:00,1028845568,0.916,942399488,611291136,0.4058,417554432,125,552583,1,0.8723,18560173,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:41:32.672696+00:00,1028845568,0.916,942399488,611299328,0.4058,417546240,125,552583,1,0.8723,18560284,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:41:48.149933+00:00,1028845568,0.916,942399488,611303424,0.4058,417542144,125,552583,1,0.8723,18560352,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:42:02.672590+00:00,1028845568,0.916,942399488,611307520,0.4058,417538048,125,552583,1,0.8723,18560462,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:42:18.151528+00:00,1028845568,0.9159,942366720,611340288,0.4058,417505280,125,552583,1,0.8723,18560530,633473,125,0,0,0,0,0,0,0,0,86478848,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:42:32.686912+00:00,1028845568,0.9159,942366720,611344384,0.4058,417501184,125,552583,1,0.8723,18560644,633473,125,0,0,0,0,0,0,0,0,86478848,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:42:48.148284+00:00,1028845568,0.916,942399488,611315712,0.4058,417529856,125,552583,1,0.8723,18560704,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:43:02.673807+00:00,1028845568,0.916,942399488,611319808,0.4058,417525760,125,552583,1,0.8723,18560814,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:43:18.147197+00:00,1028845568,0.916,942399488,611323904,0.4058,417521664,125,552583,1,0.8723,18560884,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:43:32.671415+00:00,1028845568,0.916,942399488,611332096,0.4058,417513472,125,552583,1,0.8723,18560995,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:43:48.150534+00:00,1028845568,0.916,942399488,611332096,0.4058,417513472,125,552583,1,0.8723,18561066,633473,125,0,0,0,0,0,0,0,0,86446080,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:44:02.663591+00:00,1028845568,0.9162,942616576,611115008,0.406,417730560,125,552583,1,0.8723,18561503,633473,125,0,0,0,0,0,0,0,0,86228992,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:44:18.143651+00:00,1028845568,0.9162,942616576,611115008,0.406,417730560,125,552583,1,0.8723,18561574,633473,125,0,0,0,0,0,0,0,0,86228992,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:44:32.678338+00:00,1028845568,0.9162,942649344,611098624,0.406,417746944,125,552583,1,0.8723,18561680,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:44:48.142135+00:00,1028845568,0.9162,942649344,611094528,0.406,417751040,125,552583,1,0.8723,18561746,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:45:02.643484+00:00,1028845568,0.9162,942649344,611115008,0.406,417730560,125,552583,1,0.8723,18561855,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:45:18.169623+00:00,1028845568,0.9162,942649344,611115008,0.406,417730560,125,552583,1,0.8723,18561924,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:45:32.662369+00:00,1028845568,0.9162,942649344,611119104,0.406,417726464,125,552583,1,0.8723,18562034,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:45:48.141336+00:00,1028845568,0.9162,942616576,611151872,0.406,417693696,125,552583,1,0.8723,18562102,633473,125,0,0,0,0,0,0,0,0,86228992,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:46:02.680491+00:00,1028845568,0.9162,942616576,611151872,0.406,417693696,125,552583,1,0.8723,18562212,633473,125,0,0,0,0,0,0,0,0,86228992,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:46:18.142986+00:00,1028845568,0.9162,942649344,611119104,0.406,417726464,125,552583,1,0.8723,18562272,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:46:32.694657+00:00,1028845568,0.9162,942649344,611127296,0.406,417718272,125,552583,1,0.8723,18562704,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:46:48.139179+00:00,1028845568,0.9162,942649344,611131392,0.406,417714176,125,552583,1,0.8723,18562772,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
2022-05-05 06:47:02.672266+00:00,1028845568,0.9162,942649344,611131392,0.406,417714176,125,552583,1,0.8723,18562882,633473,125,0,0,0,0,0,0,0,0,86196224,0,0,0,0,0,2097152,0,0,0
