fit_time,score_time,train_score,train_score_mean,st_dev_train_score,validate_score,validate_score_mean,st_dev_validate_score,name_model
[0.07500029 0.07372022 0.07300472 0.07400918 0.07347417],[0.00642037 0.00639343 0.00627995 0.00625753 0.00628662],[1. 1. 1. 1. 1.],1.0,0.0,[0.95       0.84210526 0.89473684 0.89473684 0.94736842],0.9057894736842105,0.044674879690338946,rf_0
