0,1,2
10.86723,4.004174,4.305157
10.830671,3.7335942,4.5479445
10.803047,3.9242184,4.3788676
10.73214,3.8956788,4.464272
10.772122,3.8462474,4.535044
10.621293,4.01558,4.6594663
10.526152,3.9573238,4.7738476
10.385977,4.0117965,4.9220705
10.080856,3.7640667,5.092842
10.074784,3.9732318,5.288396
10.144293,3.9165752,5.337791
10.020003,3.9867523,5.54316
9.968685,4.0326533,5.458646
9.869374,3.9487891,5.8340898
9.957011,3.839968,5.7181897
9.776145,3.9345756,6.041554
9.686794,3.8007693,6.208779
9.572254,3.7885423,6.3586893
9.514967,3.76843,6.4876137
9.281326,3.7419999,6.7207017
9.120942,3.6574512,6.923928
8.919728,3.626064,7.1363688
8.80555,3.6090944,7.234749
8.656629,3.589177,7.34513
8.471435,3.5723858,7.509223
8.320459,3.6312265,7.5312448
8.224296,3.6849568,7.5984254
7.974448,3.5784118,7.510456
7.904481,3.6406412,7.573163
7.7204146,3.5803661,7.507654
7.325248,3.6531067,7.531007
7.3926954,3.5378838,7.4216695
7.2718277,3.526118,7.424097
6.996609,3.5464659,7.340212
6.8902764,3.5449357,7.281813
6.8493547,3.5704083,7.338741
6.711889,3.700639,7.441002
6.713003,3.5244875,7.295576
6.549565,3.6178539,7.3140707
1.1723199,5.228436,2.0733
1.14118,5.3663836,2.1750739
1.1027813,5.2634716,2.024646
1.0646211,5.3501797,2.0775495
1.0418147,5.4830303,2.2161093
0.9850546,5.6327434,2.1752129
0.99302137,5.5863414,2.1076107
0.85948604,5.9259925,2.2005963
0.8055373,6.1123233,2.307583
0.73792547,6.1575837,2.236231
0.7202116,6.4183607,2.3986206
0.6346017,6.5239596,2.3898616
0.67898077,6.6390386,2.4866695
0.65685946,6.7040386,2.5220933
0.47169697,7.027896,2.4509416
0.4697428,7.0654373,2.4476395
0.48985535,7.1899757,2.527186
0.5465722,7.2277126,2.5615828
0.4114878,7.4479175,2.5338054
0.38971245,7.559446,2.6655085
0.3159137,7.7721214,2.4798806
0.229876,7.9944773,2.52924
0.22568804,7.9311304,2.5882561
-0.07227046,8.971393,2.7861052
-0.1463843,9.13354,2.775565
-0.2294829,9.378952,2.859443
-0.13329484,9.459111,2.778044
-0.17825347,9.554651,2.7215638
-0.33713755,9.760415,2.9302342
-0.3727479,9.844148,2.9467697
-0.5013372,10.013999,3.0690935
-0.6070437,10.259975,3.153707
-0.74243474,10.493353,3.279534
-0.8494036,10.685626,3.3267694
-0.99431914,10.812743,3.460573
-1.1145929,10.996465,3.5389261
-1.2757279,11.152856,3.616868
-1.5142496,11.3870125,3.731263
-1.594599,11.450762,3.7599053
-1.787615,11.617581,3.833022
-1.9423729,11.735788,3.8790035
-2.1699326,11.91089,3.9358761
-2.394691,12.071227,3.9710608
-2.5841713,12.188088,3.996759
-2.867131,12.398471,4.02833
-2.9446297,12.378833,4.013296
-3.2287242,12.483088,4.007617
-3.3421078,12.486542,4.00131
-3.4697254,12.553519,3.9919815
-3.6727443,12.498146,3.9386153
-3.8611581,12.594831,3.8807578
-3.955778,12.6818905,3.7691276
-4.1677217,12.518517,3.8955085
-4.358055,12.643193,3.6470566
-4.4302254,12.692614,3.7435935
-4.549893,12.671153,3.645583
-4.746226,12.571069,3.4825566
-4.905895,12.649364,3.331175
-4.973748,12.641626,3.27075
-5.0813646,12.533268,3.0334194
-4.9808054,12.584086,2.999806
-4.9572883,12.444831,2.7776406
-5.2661233,12.083126,2.3831053
-5.3300776,11.920929,2.143635
-5.396254,11.805884,1.9799017
-5.3823185,11.710021,1.7914083
-5.389472,11.623993,1.6478097
-5.377536,11.547468,1.5411454
-5.3506823,11.395453,1.3063711
-5.4566464,11.405516,1.2318705
-5.497,11.318963,1.1687934
-5.4789,11.178122,1.0374473
-5.689382,11.11958,0.86433977
-5.660202,11.028825,0.70010954
-5.632541,10.913083,0.55393636
-5.6126285,10.836715,0.4619995
-5.7394485,10.744235,0.4109318
-5.6856365,10.844359,0.30867773
-5.701828,10.878254,0.24197182
-5.8406577,10.700482,0.15460202
-5.78028,10.765701,0.26901606
