severity__,hdbscan_on_4D_data,hdbscan_on_2D_data,dbscan_on_4D_data,dbscan_on_2D_data,kmeans_on_4D_data,kmeans_on_2D_data
INFO,-1,0,0,0,7,3
INFO,-1,0,0,0,7,3
INFO,-1,0,0,0,7,3
INFO,-1,0,0,0,7,3
INFO,0,0,0,0,7,3
INFO,0,0,0,0,7,3
INFO,0,0,0,0,7,3
INFO,0,0,0,0,7,3
INFO,0,0,0,0,1,3
INFO,0,0,0,0,1,3
INFO,0,0,0,0,1,3
INFO,0,0,0,0,1,3
INFO,0,0,0,0,1,3
INFO,0,0,0,0,1,3
INFO,0,0,0,0,1,3
INFO,0,0,0,1,1,3
INFO,0,0,0,1,1,3
INFO,0,0,0,1,1,3
INFO,0,0,0,1,1,3
INFO,0,0,0,1,1,3
INFO,0,0,0,-1,1,3
INFO,0,0,0,-1,1,0
INFO,0,0,0,2,1,0
INFO,0,0,0,2,1,0
INFO,0,0,0,2,5,0
INFO,0,0,0,2,5,0
INFO,0,0,0,2,5,0
INFO,0,0,0,2,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,0,0,0,3,5,0
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,4,2,5
INFO,1,1,0,-1,2,5
INFO,1,1,0,-1,2,5
INFO,1,1,0,-1,2,5
INFO,1,1,0,-1,2,2
INFO,1,1,0,5,2,2
INFO,1,1,0,5,2,2
INFO,1,1,0,5,2,2
INFO,1,1,0,5,2,2
INFO,1,1,0,5,4,2
INFO,1,1,0,5,4,2
INFO,1,1,0,5,4,2
INFO,1,1,0,5,4,2
INFO,1,1,0,5,4,2
INFO,1,1,0,6,4,6
INFO,1,1,0,6,4,6
INFO,1,1,0,6,4,6
INFO,1,1,0,6,4,6
INFO,1,1,0,6,4,6
INFO,1,1,0,6,4,6
INFO,1,1,0,6,4,6
INFO,1,1,0,7,4,6
INFO,1,1,0,7,4,6
INFO,1,1,0,7,0,6
INFO,1,1,0,7,0,6
INFO,1,1,0,7,0,6
INFO,1,1,0,7,0,6
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,0,7
INFO,1,1,0,7,6,7
INFO,1,1,0,7,6,7
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,7,6,1
INFO,1,1,0,8,6,1
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
INFO,1,1,0,8,3,4
