utctimestamp,severity
2022-06-16 12:40:58.285977+00:00,INFO
2022-06-16 12:41:13.285588+00:00,INFO
2022-06-16 12:41:28.283919+00:00,INFO
2022-06-16 12:41:43.283850+00:00,INFO
2022-06-16 12:41:58.285041+00:00,INFO
2022-06-16 12:42:13.292732+00:00,INFO
2022-06-16 12:42:28.282721+00:00,INFO
2022-06-16 12:42:43.283699+00:00,INFO
2022-06-16 12:42:58.281421+00:00,INFO
2022-06-16 12:43:13.282116+00:00,INFO
2022-06-16 12:43:28.285921+00:00,INFO
2022-06-16 12:43:43.302582+00:00,INFO
2022-06-16 12:43:58.279897+00:00,INFO
2022-06-16 12:44:13.278772+00:00,INFO
2022-06-16 12:44:28.278549+00:00,INFO
2022-06-16 12:44:43.278410+00:00,INFO
2022-06-16 12:44:58.286504+00:00,INFO
2022-06-16 12:45:13.277359+00:00,INFO
2022-06-16 12:45:28.280913+00:00,INFO
2022-06-16 12:45:43.285378+00:00,INFO
2022-06-16 12:45:58.276478+00:00,INFO
2022-06-16 12:46:13.293678+00:00,INFO
2022-06-16 12:46:28.310969+00:00,INFO
2022-06-16 12:46:43.274411+00:00,INFO
2022-06-16 12:46:58.274113+00:00,INFO
2022-06-16 12:47:13.273004+00:00,INFO
2022-06-16 12:47:28.273185+00:00,INFO
2022-06-16 12:47:43.286305+00:00,INFO
2022-06-16 12:47:58.272040+00:00,INFO
2022-06-16 12:48:13.271711+00:00,INFO
2022-06-16 12:48:28.270827+00:00,INFO
2022-06-16 12:48:43.271238+00:00,INFO
2022-06-16 12:48:58.292137+00:00,INFO
2022-06-16 12:49:13.270044+00:00,INFO
2022-06-16 12:49:28.270347+00:00,INFO
2022-06-16 12:49:43.270474+00:00,INFO
2022-06-16 12:49:58.267669+00:00,INFO
