0,1,2
15.934716,9.24068,12.459868
17.007708,8.635732,12.342652
16.931904,8.616933,11.596659
17.11602,8.257449,11.524394
16.012537,9.517354,12.951875
16.603226,9.315438,12.459268
2.3376665,9.636541,11.840161
1.736481,8.010951,12.379792
2.7084394,9.207807,12.52274
1.9637436,9.533658,12.053141
3.0009289,8.873334,12.363505
-3.404523,6.886058,10.448609
-2.7552907,7.310828,11.053022
-3.011119,6.782042,10.522073
2.756398,8.291919,12.519644
1.5263715,7.9809713,12.018794
2.2696862,8.989234,11.831283
2.6734505,8.21723,13.035137
-2.9985282,7.096908,10.342452
2.1045501,9.284411,12.186375
-2.8182356,6.5915184,10.243399
-3.497557,6.8712807,10.14401
2.7390094,8.739058,13.105139
2.3496742,8.350936,12.947277
2.919819,8.559588,12.422461
2.797315,8.421272,12.868929
2.4866805,8.690002,12.5187
2.090794,9.490678,11.742066
-2.5746167,7.1515555,10.935274
1.9875749,8.299037,12.11171
-3.3514159,6.9757357,9.9598465
-3.0221334,6.911841,10.055425
-3.002196,6.5161552,10.530324
16.998846,8.607287,12.585028
17.359238,8.183036,11.945688
15.808292,9.515203,12.660329
16.178225,8.448427,12.545239
16.908108,8.087886,11.89198
17.277048,8.574775,11.802181
16.233763,9.253118,12.712905
16.417534,9.073103,12.203114
16.326529,8.641226,12.362423
16.676527,8.394653,11.933956
17.075647,8.600907,12.242102
